y-m-day-hour_6_rounded,n_barcode,n_barcode_L,n_barcode_R,cumulative_per_day_n_barcode,cumulative_per_day_n_barcode_L,cumulative_per_day_n_barcode_R,work_time,work_time_L,work_time_R,CYCLE_ABORTED,CYCLE_COMPLETED,CYCLE_NOT_STARTED,CYCLE_ABORTED_L,CYCLE_COMPLETED_L,CYCLE_NOT_STARTED_L,CYCLE_ABORTED_R,CYCLE_COMPLETED_R,CYCLE_NOT_STARTED_R,cumulative_per_day_CYCLE_COMPLETED,cumulative_per_day_CYCLE_ABORTED,cumulative_per_day_CYCLE_NOT_STARTED,cumulative_per_day_CYCLE_COMPLETED_L,cumulative_per_day_CYCLE_ABORTED_L,cumulative_per_day_CYCLE_NOT_STARTED_L,cumulative_per_day_CYCLE_COMPLETED_R,cumulative_per_day_CYCLE_ABORTED_R,cumulative_per_day_CYCLE_NOT_STARTED_R
2010-10-22 00:00:00,2,2.0,0.0,2,2.0,0.0,1647.0,1647.0,0.0,1,1,0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,1.0,1.0,0.0,0.0,0.0,0.0
2010-10-22 06:00:00,19,15.0,4.0,21,17.0,4.0,20795.0,20795.0,6908.0,2,17,0,1.0,14.0,0.0,1.0,3.0,0.0,18,3,0,15.0,2.0,0.0,3.0,1.0,0.0
2010-10-22 12:00:00,20,9.0,11.0,41,26.0,15.0,20099.0,13756.0,20099.0,1,19,0,0.0,9.0,0.0,1.0,10.0,0.0,37,4,0,24.0,2.0,0.0,13.0,2.0,0.0
2010-10-22 18:00:00,11,0.0,11.0,52,0.0,26.0,20145.0,0.0,20145.0,1,10,0,0.0,0.0,0.0,1.0,10.0,0.0,47,5,0,0.0,0.0,0.0,23.0,3.0,0.0
2010-11-22 00:00:00,21,11.0,10.0,21,11.0,10.0,20758.0,20476.0,20555.0,2,19,0,1.0,10.0,0.0,1.0,9.0,0.0,19,2,0,10.0,1.0,0.0,9.0,1.0,0.0
2010-11-22 06:00:00,21,11.0,10.0,42,22.0,20.0,19855.0,19855.0,17928.0,2,19,0,1.0,10.0,0.0,1.0,9.0,0.0,38,4,0,20.0,2.0,0.0,18.0,2.0,0.0
2010-11-22 12:00:00,9,6.0,3.0,51,28.0,23.0,12673.0,11029.0,4530.0,1,8,0,0.0,6.0,0.0,1.0,2.0,0.0,46,5,0,26.0,2.0,0.0,20.0,3.0,0.0
2010-11-22 18:00:00,9,9.0,0.0,60,37.0,0.0,20458.0,20458.0,0.0,1,8,0,1.0,8.0,0.0,0.0,0.0,0.0,54,6,0,34.0,3.0,0.0,0.0,0.0,0.0
2010-12-22 00:00:00,33,15.0,18.0,33,15.0,18.0,20273.0,19944.0,20273.0,2,31,0,1.0,14.0,0.0,1.0,17.0,0.0,31,2,0,14.0,1.0,0.0,17.0,1.0,0.0
2010-12-22 06:00:00,31,14.0,17.0,64,29.0,35.0,21578.0,20418.0,21289.0,2,29,0,1.0,13.0,0.0,1.0,16.0,0.0,60,4,0,27.0,2.0,0.0,33.0,2.0,0.0
2010-12-22 12:00:00,34,14.0,20.0,98,43.0,55.0,20931.0,20427.0,20355.0,2,32,0,1.0,13.0,0.0,1.0,19.0,0.0,92,6,0,40.0,3.0,0.0,52.0,3.0,0.0
2010-12-22 18:00:00,36,17.0,19.0,134,60.0,74.0,20872.0,20872.0,20316.0,1,35,0,1.0,16.0,0.0,0.0,19.0,0.0,127,7,0,56.0,4.0,0.0,71.0,3.0,0.0
2011-10-22 00:00:00,11,0.0,11.0,11,0.0,11.0,20099.0,0.0,20099.0,1,10,0,0.0,0.0,0.0,1.0,10.0,0.0,10,1,0,0.0,0.0,0.0,10.0,1.0,0.0
2011-10-22 06:00:00,25,15.0,10.0,36,15.0,21.0,20693.0,19732.0,19964.0,2,22,1,1.0,14.0,0.0,1.0,8.0,1.0,32,3,1,14.0,1.0,0.0,18.0,2.0,1.0
2011-10-22 12:00:00,28,17.0,11.0,64,32.0,32.0,21093.0,21093.0,20092.0,2,26,0,1.0,16.0,0.0,1.0,10.0,0.0,58,5,1,30.0,2.0,0.0,28.0,3.0,1.0
2011-10-22 18:00:00,27,16.0,11.0,91,48.0,43.0,20106.0,19782.0,20106.0,3,24,0,1.0,15.0,0.0,2.0,9.0,0.0,82,8,1,45.0,3.0,0.0,37.0,5.0,1.0
2011-11-22 00:00:00,11,11.0,0.0,11,11.0,0.0,19819.0,19819.0,0.0,1,10,0,1.0,10.0,0.0,0.0,0.0,0.0,10,1,0,10.0,1.0,0.0,0.0,0.0,0.0
2011-11-22 06:00:00,18,11.0,7.0,29,22.0,7.0,20273.0,19833.0,16185.0,2,16,0,1.0,10.0,0.0,1.0,6.0,0.0,26,3,0,20.0,2.0,0.0,6.0,1.0,0.0
2011-11-22 12:00:00,15,3.0,12.0,44,25.0,19.0,13474.0,4399.0,13474.0,1,14,0,0.0,3.0,0.0,1.0,11.0,0.0,40,4,0,23.0,2.0,0.0,17.0,2.0,0.0
2011-11-22 18:00:00,15,6.0,9.0,59,31.0,28.0,12433.0,11128.0,9702.0,2,13,0,1.0,5.0,0.0,1.0,8.0,0.0,53,6,0,28.0,3.0,0.0,25.0,3.0,0.0
2011-12-22 00:00:00,8,8.0,0.0,8,8.0,0.0,9708.0,9708.0,0.0,0,8,0,0.0,8.0,0.0,0.0,0.0,0.0,8,0,0,8.0,0.0,0.0,0.0,0.0,0.0
