y-m-day-hour_6_rounded,n_barcode,n_barcode_L,n_barcode_R,cumulative_per_day_n_barcode,cumulative_per_day_n_barcode_L,cumulative_per_day_n_barcode_R,work_time,work_time_L,work_time_R,CYCLE_ABORTED,CYCLE_COMPLETED,CYCLE_NOT_STARTED,CYCLE_ABORTED_L,CYCLE_COMPLETED_L,CYCLE_NOT_STARTED_L,CYCLE_ABORTED_R,CYCLE_COMPLETED_R,CYCLE_NOT_STARTED_R,cumulative_per_day_CYCLE_COMPLETED,cumulative_per_day_CYCLE_ABORTED,cumulative_per_day_CYCLE_NOT_STARTED,cumulative_per_day_CYCLE_COMPLETED_L,cumulative_per_day_CYCLE_ABORTED_L,cumulative_per_day_CYCLE_NOT_STARTED_L,cumulative_per_day_CYCLE_COMPLETED_R,cumulative_per_day_CYCLE_ABORTED_R,cumulative_per_day_CYCLE_NOT_STARTED_R
2010-10-22 12:00:00,36,18.0,18.0,36,18.0,18.0,18103.0,18103.0,18103.0,11,25,0,3.0,15.0,0.0,8.0,10.0,0.0,25,11,0,15.0,3.0,0.0,10.0,8.0,0.0
2010-10-22 18:00:00,6,3.0,3.0,42,21.0,21.0,1990.0,1990.0,1990.0,2,4,0,1.0,2.0,0.0,1.0,2.0,0.0,29,13,0,17.0,4.0,0.0,12.0,9.0,0.0
2010-11-22 00:00:00,17,9.0,8.0,17,9.0,8.0,21524.0,21524.0,16441.0,5,11,1,4.0,4.0,1.0,1.0,7.0,0.0,11,5,1,4.0,4.0,1.0,7.0,1.0,0.0
2010-11-22 06:00:00,20,10.0,10.0,37,19.0,18.0,18619.0,18619.0,18619.0,5,14,1,2.0,8.0,0.0,3.0,6.0,1.0,25,10,2,12.0,6.0,1.0,13.0,4.0,1.0
2010-11-22 12:00:00,18,9.0,9.0,55,28.0,27.0,18353.0,18353.0,18353.0,7,10,1,5.0,3.0,1.0,2.0,7.0,0.0,35,17,3,15.0,11.0,2.0,20.0,6.0,1.0
2010-11-22 18:00:00,20,10.0,10.0,75,38.0,37.0,21268.0,21268.0,21268.0,7,13,0,4.0,6.0,0.0,3.0,7.0,0.0,48,24,3,21.0,15.0,2.0,27.0,9.0,1.0
2010-12-22 00:00:00,28,14.0,14.0,28,14.0,14.0,20563.0,20563.0,20346.0,7,18,3,2.0,10.0,2.0,5.0,8.0,1.0,18,7,3,10.0,2.0,2.0,8.0,5.0,1.0
2010-12-22 06:00:00,28,14.0,14.0,56,28.0,28.0,20359.0,20359.0,20359.0,11,16,1,6.0,8.0,0.0,5.0,8.0,1.0,34,18,4,18.0,8.0,2.0,16.0,10.0,2.0
2010-12-22 12:00:00,28,14.0,14.0,84,42.0,42.0,20295.0,20295.0,20295.0,10,18,0,5.0,9.0,0.0,5.0,9.0,0.0,52,28,4,27.0,13.0,2.0,25.0,15.0,2.0
2010-12-22 18:00:00,28,14.0,14.0,112,56.0,56.0,20283.0,20283.0,20283.0,9,19,0,5.0,9.0,0.0,4.0,10.0,0.0,71,37,4,36.0,18.0,2.0,35.0,19.0,2.0
