y-m-day-hour_6_rounded,n_barcode,n_barcode_L,n_barcode_R,cumulative_per_day_n_barcode,cumulative_per_day_n_barcode_L,cumulative_per_day_n_barcode_R,work_time,work_time_L,work_time_R,CYCLE_ABORTED,CYCLE_COMPLETED,CYCLE_NOT_STARTED,CYCLE_ABORTED_L,CYCLE_COMPLETED_L,CYCLE_NOT_STARTED_L,CYCLE_ABORTED_R,CYCLE_COMPLETED_R,CYCLE_NOT_STARTED_R,cumulative_per_day_CYCLE_COMPLETED,cumulative_per_day_CYCLE_ABORTED,cumulative_per_day_CYCLE_NOT_STARTED,cumulative_per_day_CYCLE_COMPLETED_L,cumulative_per_day_CYCLE_ABORTED_L,cumulative_per_day_CYCLE_NOT_STARTED_L,cumulative_per_day_CYCLE_COMPLETED_R,cumulative_per_day_CYCLE_ABORTED_R,cumulative_per_day_CYCLE_NOT_STARTED_R
2010-10-22 00:00:00,23,23.0,0.0,23,23.0,0.0,21542.0,21542.0,0.0,1,22,0,1.0,22.0,0.0,0.0,0.0,0.0,22,1,0,22.0,1.0,0.0,0.0,0.0,0.0
2010-10-22 06:00:00,16,16.0,0.0,39,39.0,0.0,20993.0,20993.0,0.0,1,15,0,1.0,15.0,0.0,0.0,0.0,0.0,37,2,0,37.0,2.0,0.0,0.0,0.0,0.0
2010-10-22 12:00:00,2,2.0,0.0,41,41.0,0.0,1149.0,1149.0,0.0,0,2,0,0.0,2.0,0.0,0.0,0.0,0.0,39,2,0,39.0,2.0,0.0,0.0,0.0,0.0
2010-11-22 00:00:00,9,0.0,9.0,9,0.0,9.0,19553.0,0.0,19553.0,1,8,0,0.0,0.0,0.0,1.0,8.0,0.0,8,1,0,0.0,0.0,0.0,8.0,1.0,0.0
2010-11-22 06:00:00,11,0.0,11.0,20,0.0,20.0,20336.0,0.0,20336.0,1,10,0,0.0,0.0,0.0,1.0,10.0,0.0,18,2,0,0.0,0.0,0.0,18.0,2.0,0.0
2010-11-22 12:00:00,11,0.0,11.0,31,0.0,31.0,20390.0,0.0,20390.0,1,10,0,0.0,0.0,0.0,1.0,10.0,0.0,28,3,0,0.0,0.0,0.0,28.0,3.0,0.0
2010-11-22 18:00:00,4,0.0,4.0,35,0.0,35.0,8791.0,0.0,8791.0,1,3,0,0.0,0.0,0.0,1.0,3.0,0.0,31,4,0,0.0,0.0,0.0,31.0,4.0,0.0
2010-12-22 00:00:00,30,19.0,11.0,30,19.0,11.0,19963.0,19570.0,10424.0,2,28,0,1.0,18.0,0.0,1.0,10.0,0.0,28,2,0,18.0,1.0,0.0,10.0,1.0,0.0
2010-12-22 06:00:00,42,21.0,21.0,72,40.0,32.0,21181.0,20662.0,20799.0,2,40,0,1.0,20.0,0.0,1.0,20.0,0.0,68,4,0,38.0,2.0,0.0,30.0,2.0,0.0
2010-12-22 12:00:00,43,21.0,22.0,115,61.0,54.0,21035.0,20603.0,20865.0,2,41,0,1.0,20.0,0.0,1.0,21.0,0.0,109,6,0,58.0,3.0,0.0,51.0,3.0,0.0
2010-12-22 18:00:00,41,20.0,21.0,156,81.0,75.0,21373.0,21151.0,21191.0,2,39,0,1.0,19.0,0.0,1.0,20.0,0.0,148,8,0,77.0,4.0,0.0,71.0,4.0,0.0
2011-10-22 06:00:00,16,13.0,3.0,16,13.0,3.0,12808.0,12808.0,6499.0,1,15,0,1.0,12.0,0.0,0.0,3.0,0.0,15,1,0,12.0,1.0,0.0,3.0,0.0,0.0
2011-10-22 12:00:00,26,22.0,4.0,42,35.0,7.0,20783.0,20780.0,14313.0,2,24,0,1.0,21.0,0.0,1.0,3.0,0.0,39,3,0,33.0,2.0,0.0,6.0,1.0,0.0
2011-10-22 18:00:00,29,19.0,10.0,71,54.0,17.0,21102.0,21102.0,20437.0,0,29,0,0.0,19.0,0.0,0.0,10.0,0.0,68,3,0,52.0,2.0,0.0,16.0,1.0,0.0
2011-11-22 00:00:00,4,0.0,4.0,4,0.0,4.0,7774.0,0.0,7774.0,1,3,0,0.0,0.0,0.0,1.0,3.0,0.0,3,1,0,0.0,0.0,0.0,3.0,1.0,0.0
2011-11-22 06:00:00,27,17.0,10.0,31,17.0,14.0,21156.0,17033.0,19614.0,2,25,0,1.0,16.0,0.0,1.0,9.0,0.0,28,3,0,16.0,1.0,0.0,12.0,2.0,0.0
2011-11-22 12:00:00,32,21.0,11.0,63,38.0,25.0,21366.0,21366.0,20326.0,2,30,0,1.0,20.0,0.0,1.0,10.0,0.0,58,5,0,36.0,2.0,0.0,22.0,3.0,0.0
2011-11-22 18:00:00,32,21.0,11.0,95,59.0,36.0,20922.0,20334.0,20338.0,2,30,0,1.0,20.0,0.0,1.0,10.0,0.0,88,7,0,56.0,3.0,0.0,32.0,4.0,0.0
2011-12-22 00:00:00,43,21.0,22.0,43,21.0,22.0,20914.0,20683.0,20853.0,2,41,0,1.0,20.0,0.0,1.0,21.0,0.0,41,2,0,20.0,1.0,0.0,21.0,1.0,0.0
2011-12-22 06:00:00,40,20.0,20.0,83,41.0,42.0,21587.0,21587.0,20296.0,2,38,0,1.0,19.0,0.0,1.0,19.0,0.0,79,4,0,39.0,2.0,0.0,40.0,2.0,0.0
2011-12-22 12:00:00,43,21.0,22.0,126,62.0,64.0,21592.0,21592.0,20811.0,2,41,0,1.0,20.0,0.0,1.0,21.0,0.0,120,6,0,59.0,3.0,0.0,61.0,3.0,0.0
2011-12-22 18:00:00,28,16.0,12.0,154,78.0,76.0,21593.0,21593.0,11494.0,1,27,0,1.0,15.0,0.0,0.0,12.0,0.0,147,7,0,74.0,4.0,0.0,73.0,3.0,0.0
2012-10-22 06:00:00,15,5.0,10.0,15,5.0,10.0,18482.0,5180.0,18482.0,1,14,0,0.0,5.0,0.0,1.0,9.0,0.0,14,1,0,5.0,0.0,0.0,9.0,1.0,0.0
2012-10-22 12:00:00,14,0.0,14.0,29,0.0,24.0,20819.0,0.0,20819.0,1,13,0,0.0,0.0,0.0,1.0,13.0,0.0,27,2,0,0.0,0.0,0.0,22.0,2.0,0.0
2012-10-22 18:00:00,15,0.0,15.0,44,0.0,39.0,19731.0,0.0,19731.0,0,15,0,0.0,0.0,0.0,0.0,15.0,0.0,42,2,0,0.0,0.0,0.0,37.0,2.0,0.0
2012-11-22 00:00:00,23,13.0,10.0,23,13.0,10.0,20527.0,20527.0,18522.0,2,21,0,1.0,12.0,0.0,1.0,9.0,0.0,21,2,0,12.0,1.0,0.0,9.0,1.0,0.0
2012-11-22 06:00:00,25,19.0,6.0,48,32.0,16.0,21151.0,21151.0,12154.0,1,24,0,1.0,18.0,0.0,0.0,6.0,0.0,45,3,0,30.0,2.0,0.0,15.0,1.0,0.0
2012-11-22 12:00:00,20,20.0,0.0,68,52.0,0.0,20298.0,20298.0,0.0,0,20,0,0.0,20.0,0.0,0.0,0.0,0.0,65,3,0,50.0,2.0,0.0,0.0,0.0,0.0
2012-11-22 18:00:00,20,20.0,0.0,88,72.0,0.0,20416.0,20416.0,0.0,1,19,0,1.0,19.0,0.0,0.0,0.0,0.0,84,4,0,69.0,3.0,0.0,0.0,0.0,0.0
2012-12-22 00:00:00,34,20.0,14.0,34,20.0,14.0,21562.0,20694.0,13595.0,2,32,0,1.0,19.0,0.0,1.0,13.0,0.0,32,2,0,19.0,1.0,0.0,13.0,1.0,0.0
2012-12-22 06:00:00,43,21.0,22.0,77,41.0,36.0,21560.0,20792.0,20760.0,2,41,0,1.0,20.0,0.0,1.0,21.0,0.0,73,4,0,39.0,2.0,0.0,34.0,2.0,0.0
2012-12-22 12:00:00,39,21.0,18.0,116,62.0,54.0,20855.0,20855.0,18364.0,1,38,0,1.0,20.0,0.0,0.0,18.0,0.0,111,5,0,59.0,3.0,0.0,52.0,2.0,0.0
2012-12-22 18:00:00,37,17.0,20.0,153,79.0,74.0,21259.0,20864.0,20567.0,2,35,0,1.0,16.0,0.0,1.0,19.0,0.0,146,7,0,75.0,4.0,0.0,71.0,3.0,0.0
2013-10-22 06:00:00,4,4.0,0.0,4,4.0,0.0,4064.0,4064.0,0.0,1,3,0,1.0,3.0,0.0,0.0,0.0,0.0,3,1,0,3.0,1.0,0.0,0.0,0.0,0.0
2013-10-22 12:00:00,23,23.0,0.0,27,27.0,0.0,21587.0,21587.0,0.0,1,22,0,1.0,22.0,0.0,0.0,0.0,0.0,25,2,0,25.0,2.0,0.0,0.0,0.0,0.0
2013-10-22 18:00:00,14,14.0,0.0,41,41.0,0.0,14373.0,14373.0,0.0,0,14,0,0.0,14.0,0.0,0.0,0.0,0.0,39,2,0,39.0,2.0,0.0,0.0,0.0,0.0
2013-11-22 00:00:00,21,21.0,0.0,21,21.0,0.0,21357.0,21357.0,0.0,1,20,0,1.0,20.0,0.0,0.0,0.0,0.0,20,1,0,20.0,1.0,0.0,0.0,0.0,0.0
2013-11-22 06:00:00,12,12.0,0.0,33,33.0,0.0,20115.0,20115.0,0.0,1,11,0,1.0,11.0,0.0,0.0,0.0,0.0,31,2,0,31.0,2.0,0.0,0.0,0.0,0.0
2013-11-22 12:00:00,22,22.0,0.0,55,55.0,0.0,21363.0,21363.0,0.0,1,21,0,1.0,21.0,0.0,0.0,0.0,0.0,52,3,0,52.0,3.0,0.0,0.0,0.0,0.0
2013-11-22 18:00:00,21,21.0,0.0,76,76.0,0.0,20398.0,20398.0,0.0,1,20,0,1.0,20.0,0.0,0.0,0.0,0.0,72,4,0,72.0,4.0,0.0,0.0,0.0,0.0
2013-12-22 00:00:00,44,21.0,23.0,44,21.0,23.0,21331.0,20813.0,20797.0,2,40,2,1.0,20.0,0.0,1.0,20.0,2.0,40,2,2,20.0,1.0,0.0,20.0,1.0,2.0
2013-12-22 06:00:00,41,19.0,22.0,85,40.0,45.0,20954.0,19679.0,20954.0,1,40,0,0.0,19.0,0.0,1.0,21.0,0.0,80,3,2,39.0,1.0,0.0,41.0,2.0,2.0
2013-12-22 12:00:00,20,13.0,7.0,105,53.0,52.0,21293.0,15446.0,6324.0,1,19,0,1.0,12.0,0.0,0.0,7.0,0.0,99,4,2,51.0,2.0,0.0,48.0,2.0,2.0
2013-12-22 18:00:00,34,16.0,18.0,139,69.0,70.0,20471.0,16412.0,17848.0,2,32,0,1.0,15.0,0.0,1.0,17.0,0.0,131,6,2,66.0,3.0,0.0,65.0,3.0,2.0
2014-10-22 00:00:00,1,0.0,1.0,1,0.0,1.0,1058.0,0.0,1058.0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0
2014-10-22 06:00:00,16,0.0,16.0,17,0.0,17.0,16305.0,0.0,16305.0,1,15,0,0.0,0.0,0.0,1.0,15.0,0.0,16,1,0,0.0,0.0,0.0,16.0,1.0,0.0
2014-10-22 12:00:00,21,0.0,21.0,38,0.0,38.0,20941.0,0.0,20941.0,1,20,0,0.0,0.0,0.0,1.0,20.0,0.0,36,2,0,0.0,0.0,0.0,36.0,2.0,0.0
2014-10-22 18:00:00,29,12.0,17.0,67,12.0,55.0,20835.0,11429.0,17895.0,1,28,0,1.0,11.0,0.0,0.0,17.0,0.0,64,3,0,11.0,1.0,0.0,53.0,2.0,0.0
2014-11-22 00:00:00,22,22.0,0.0,22,22.0,0.0,20954.0,20954.0,0.0,1,20,1,1.0,20.0,1.0,0.0,0.0,0.0,20,1,1,20.0,1.0,1.0,0.0,0.0,0.0
2014-11-22 06:00:00,21,21.0,0.0,43,43.0,0.0,20452.0,20452.0,0.0,1,20,0,1.0,20.0,0.0,0.0,0.0,0.0,40,2,1,40.0,2.0,1.0,0.0,0.0,0.0
2014-11-22 12:00:00,22,22.0,0.0,65,65.0,0.0,21538.0,21538.0,0.0,1,21,0,1.0,21.0,0.0,0.0,0.0,0.0,61,3,1,61.0,3.0,1.0,0.0,0.0,0.0
2014-11-22 18:00:00,5,5.0,0.0,70,70.0,0.0,5375.0,5375.0,0.0,0,5,0,0.0,5.0,0.0,0.0,0.0,0.0,66,3,1,66.0,3.0,1.0,0.0,0.0,0.0
2014-12-22 00:00:00,40,19.0,21.0,40,19.0,21.0,20938.0,19436.0,20926.0,2,38,0,1.0,18.0,0.0,1.0,20.0,0.0,38,2,0,18.0,1.0,0.0,20.0,1.0,0.0
