y-m-day-hour_6_rounded,n_barcode,n_barcode_L,n_barcode_R,cumulative_per_day_n_barcode,cumulative_per_day_n_barcode_L,cumulative_per_day_n_barcode_R,work_time,work_time_L,work_time_R,CYCLE_ABORTED,CYCLE_COMPLETED,CYCLE_NOT_STARTED,CYCLE_ABORTED_L,CYCLE_COMPLETED_L,CYCLE_NOT_STARTED_L,CYCLE_ABORTED_R,CYCLE_COMPLETED_R,CYCLE_NOT_STARTED_R,cumulative_per_day_CYCLE_COMPLETED,cumulative_per_day_CYCLE_ABORTED,cumulative_per_day_CYCLE_NOT_STARTED,cumulative_per_day_CYCLE_COMPLETED_L,cumulative_per_day_CYCLE_ABORTED_L,cumulative_per_day_CYCLE_NOT_STARTED_L,cumulative_per_day_CYCLE_COMPLETED_R,cumulative_per_day_CYCLE_ABORTED_R,cumulative_per_day_CYCLE_NOT_STARTED_R
2010-10-22 06:00:00,7,0.0,7.0,7,0.0,7.0,12316.0,0.0,12316.0,1,6,0,0.0,0.0,0.0,1.0,6.0,0.0,6,1,0,0.0,0.0,0.0,6.0,1.0,0.0
2010-10-22 12:00:00,12,0.0,12.0,19,0.0,19.0,21191.0,0.0,21191.0,1,11,0,0.0,0.0,0.0,1.0,11.0,0.0,17,2,0,0.0,0.0,0.0,17.0,2.0,0.0
2010-10-22 18:00:00,7,0.0,7.0,26,0.0,26.0,12248.0,0.0,12248.0,0,7,0,0.0,0.0,0.0,0.0,7.0,0.0,24,2,0,0.0,0.0,0.0,24.0,2.0,0.0
2010-11-22 00:00:00,15,0.0,15.0,15,0.0,15.0,20496.0,0.0,20496.0,1,13,1,0.0,0.0,0.0,1.0,13.0,1.0,13,1,1,0.0,0.0,0.0,13.0,1.0,1.0
2010-11-22 06:00:00,21,4.0,17.0,36,4.0,32.0,21030.0,8522.0,20978.0,3,18,0,2.0,2.0,0.0,1.0,16.0,0.0,31,4,1,2.0,2.0,0.0,29.0,2.0,1.0
2010-11-22 12:00:00,20,6.0,14.0,56,10.0,46.0,21020.0,8573.0,17943.0,1,19,0,1.0,5.0,0.0,0.0,14.0,0.0,50,5,1,7.0,3.0,0.0,43.0,2.0,1.0
2010-11-22 18:00:00,13,13.0,0.0,69,23.0,0.0,20614.0,20614.0,0.0,4,9,0,4.0,9.0,0.0,0.0,0.0,0.0,59,9,1,16.0,7.0,0.0,0.0,0.0,0.0
2010-12-22 00:00:00,42,21.0,21.0,42,21.0,21.0,20981.0,20805.0,20622.0,2,40,0,1.0,20.0,0.0,1.0,20.0,0.0,40,2,0,20.0,1.0,0.0,20.0,1.0,0.0
2010-12-22 06:00:00,42,21.0,21.0,84,42.0,42.0,21069.0,20400.0,20898.0,2,40,0,1.0,20.0,0.0,1.0,20.0,0.0,80,4,0,40.0,2.0,0.0,40.0,2.0,0.0
2010-12-22 12:00:00,36,19.0,17.0,120,61.0,59.0,19206.0,19010.0,17749.0,1,35,0,1.0,18.0,0.0,0.0,17.0,0.0,115,5,0,58.0,3.0,0.0,57.0,2.0,0.0
2010-12-22 18:00:00,41,20.0,21.0,161,81.0,80.0,20994.0,20977.0,20910.0,3,38,0,2.0,18.0,0.0,1.0,20.0,0.0,153,8,0,76.0,5.0,0.0,77.0,3.0,0.0
2011-11-22 00:00:00,16,16.0,0.0,16,16.0,0.0,20832.0,20832.0,0.0,1,14,1,1.0,14.0,1.0,0.0,0.0,0.0,14,1,1,14.0,1.0,1.0,0.0,0.0,0.0
2011-11-22 06:00:00,15,15.0,0.0,31,31.0,0.0,20826.0,20826.0,0.0,2,13,0,2.0,13.0,0.0,0.0,0.0,0.0,27,3,1,27.0,3.0,1.0,0.0,0.0,0.0
2011-11-22 12:00:00,15,15.0,0.0,46,46.0,0.0,21582.0,21582.0,0.0,1,14,0,1.0,14.0,0.0,0.0,0.0,0.0,41,4,1,41.0,4.0,1.0,0.0,0.0,0.0
2011-11-22 18:00:00,16,16.0,0.0,62,62.0,0.0,20930.0,20930.0,0.0,1,15,0,1.0,15.0,0.0,0.0,0.0,0.0,56,5,1,56.0,5.0,1.0,0.0,0.0,0.0
2011-12-22 00:00:00,40,22.0,18.0,40,22.0,18.0,21116.0,21024.0,20912.0,2,38,0,1.0,21.0,0.0,1.0,17.0,0.0,38,2,0,21.0,1.0,0.0,17.0,1.0,0.0
2011-12-22 06:00:00,32,11.0,21.0,72,33.0,39.0,20443.0,20204.0,20443.0,2,30,0,1.0,10.0,0.0,1.0,20.0,0.0,68,4,0,31.0,2.0,0.0,37.0,2.0,0.0
2011-12-22 12:00:00,43,21.0,22.0,115,54.0,61.0,21255.0,21255.0,20627.0,2,41,0,1.0,20.0,0.0,1.0,21.0,0.0,109,6,0,51.0,3.0,0.0,58.0,3.0,0.0
2011-12-22 18:00:00,42,21.0,21.0,157,75.0,82.0,21402.0,20059.0,21402.0,3,39,0,1.0,20.0,0.0,2.0,19.0,0.0,148,9,0,71.0,4.0,0.0,77.0,5.0,0.0
2012-10-22 12:00:00,2,2.0,0.0,2,2.0,0.0,3379.0,3379.0,0.0,2,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0.0,2.0,0.0,0.0,0.0,0.0
2012-11-22 00:00:00,16,16.0,0.0,16,16.0,0.0,20830.0,20830.0,0.0,1,15,0,1.0,15.0,0.0,0.0,0.0,0.0,15,1,0,15.0,1.0,0.0,0.0,0.0,0.0
2012-11-22 06:00:00,15,15.0,0.0,31,31.0,0.0,20255.0,20255.0,0.0,1,14,0,1.0,14.0,0.0,0.0,0.0,0.0,29,2,0,29.0,2.0,0.0,0.0,0.0,0.0
2012-11-22 12:00:00,16,16.0,0.0,47,47.0,0.0,19970.0,19970.0,0.0,1,15,0,1.0,15.0,0.0,0.0,0.0,0.0,44,3,0,44.0,3.0,0.0,0.0,0.0,0.0
2012-11-22 18:00:00,16,16.0,0.0,63,63.0,0.0,20005.0,20005.0,0.0,1,15,0,1.0,15.0,0.0,0.0,0.0,0.0,59,4,0,59.0,4.0,0.0,0.0,0.0,0.0
2012-12-22 00:00:00,39,19.0,20.0,39,19.0,20.0,21452.0,21150.0,20729.0,2,37,0,1.0,18.0,0.0,1.0,19.0,0.0,37,2,0,18.0,1.0,0.0,19.0,1.0,0.0
2012-12-22 06:00:00,44,22.0,22.0,83,41.0,42.0,20931.0,20931.0,20614.0,2,42,0,1.0,21.0,0.0,1.0,21.0,0.0,79,4,0,39.0,2.0,0.0,40.0,2.0,0.0
2012-12-22 12:00:00,43,21.0,22.0,126,62.0,64.0,20703.0,20185.0,20703.0,2,41,0,1.0,20.0,0.0,1.0,21.0,0.0,120,6,0,59.0,3.0,0.0,61.0,3.0,0.0
2012-12-22 18:00:00,43,21.0,22.0,169,83.0,86.0,21375.0,21126.0,20931.0,3,40,0,1.0,20.0,0.0,2.0,20.0,0.0,160,9,0,79.0,4.0,0.0,81.0,5.0,0.0
2013-10-22 06:00:00,2,2.0,0.0,2,2.0,0.0,3064.0,3064.0,0.0,1,1,0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,1.0,1.0,0.0,0.0,0.0,0.0
