y-m-day-hour_6_rounded,n_barcode,n_barcode_L,n_barcode_R,cumulative_per_day_n_barcode,cumulative_per_day_n_barcode_L,cumulative_per_day_n_barcode_R,work_time,work_time_L,work_time_R,CYCLE_ABORTED,CYCLE_COMPLETED,CYCLE_NOT_STARTED,CYCLE_ABORTED_L,CYCLE_COMPLETED_L,CYCLE_NOT_STARTED_L,CYCLE_ABORTED_R,CYCLE_COMPLETED_R,CYCLE_NOT_STARTED_R,cumulative_per_day_CYCLE_COMPLETED,cumulative_per_day_CYCLE_ABORTED,cumulative_per_day_CYCLE_NOT_STARTED,cumulative_per_day_CYCLE_COMPLETED_L,cumulative_per_day_CYCLE_ABORTED_L,cumulative_per_day_CYCLE_NOT_STARTED_L,cumulative_per_day_CYCLE_COMPLETED_R,cumulative_per_day_CYCLE_ABORTED_R,cumulative_per_day_CYCLE_NOT_STARTED_R
2010-10-22 00:00:00,22,0.0,22.0,22,0.0,22.0,20712.0,0.0,20712.0,1,21,0,0.0,0.0,0.0,1.0,21.0,0.0,21,1,0,0.0,0.0,0.0,21.0,1.0,0.0
2010-10-22 06:00:00,22,0.0,22.0,44,0.0,44.0,20843.0,0.0,20843.0,1,21,0,0.0,0.0,0.0,1.0,21.0,0.0,42,2,0,0.0,0.0,0.0,42.0,2.0,0.0
2010-10-22 12:00:00,3,0.0,3.0,47,0.0,47.0,2149.0,0.0,2149.0,0,3,0,0.0,0.0,0.0,0.0,3.0,0.0,45,2,0,0.0,0.0,0.0,45.0,2.0,0.0
2010-10-22 18:00:00,1,0.0,1.0,48,0.0,48.0,1026.0,0.0,1026.0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,46,2,0,0.0,0.0,0.0,46.0,2.0,0.0
2010-11-22 00:00:00,3,0.0,3.0,3,0.0,3.0,20747.0,0.0,20747.0,1,2,0,0.0,0.0,0.0,1.0,2.0,0.0,2,1,0,0.0,0.0,0.0,2.0,1.0,0.0
2010-11-22 06:00:00,6,0.0,6.0,9,0.0,9.0,5753.0,0.0,5753.0,0,6,0,0.0,0.0,0.0,0.0,6.0,0.0,8,1,0,0.0,0.0,0.0,8.0,1.0,0.0
2010-11-22 12:00:00,4,0.0,4.0,13,0.0,13.0,3471.0,0.0,3471.0,1,3,0,0.0,0.0,0.0,1.0,3.0,0.0,11,2,0,0.0,0.0,0.0,11.0,2.0,0.0
2010-11-22 18:00:00,5,0.0,5.0,18,0.0,18.0,4475.0,0.0,4475.0,0,5,0,0.0,0.0,0.0,0.0,5.0,0.0,16,2,0,0.0,0.0,0.0,16.0,2.0,0.0
2010-12-22 00:00:00,29,13.0,16.0,29,13.0,16.0,19419.0,19419.0,19119.0,2,27,0,1.0,12.0,0.0,1.0,15.0,0.0,27,2,0,12.0,1.0,0.0,15.0,1.0,0.0
2010-12-22 06:00:00,39,20.0,19.0,68,33.0,35.0,20982.0,20177.0,20974.0,2,37,0,1.0,19.0,0.0,1.0,18.0,0.0,64,4,0,31.0,2.0,0.0,33.0,2.0,0.0
2010-12-22 12:00:00,39,21.0,18.0,107,54.0,53.0,21339.0,21339.0,19670.0,2,37,0,1.0,20.0,0.0,1.0,17.0,0.0,101,6,0,51.0,3.0,0.0,50.0,3.0,0.0
2010-12-22 18:00:00,36,18.0,18.0,143,72.0,71.0,21458.0,20884.0,20801.0,2,34,0,1.0,17.0,0.0,1.0,17.0,0.0,135,8,0,68.0,4.0,0.0,67.0,4.0,0.0
2011-10-22 00:00:00,1,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0
2011-10-22 06:00:00,20,0.0,20.0,21,0.0,21.0,19830.0,0.0,19830.0,1,19,0,0.0,0.0,0.0,1.0,19.0,0.0,19,1,1,0.0,0.0,0.0,19.0,1.0,1.0
2011-10-22 12:00:00,22,0.0,22.0,43,0.0,43.0,20699.0,0.0,20699.0,1,21,0,0.0,0.0,0.0,1.0,21.0,0.0,40,2,1,0.0,0.0,0.0,40.0,2.0,1.0
