y-m-day-hour_6_rounded,n_barcode,n_barcode_L,n_barcode_R,cumulative_per_day_n_barcode,cumulative_per_day_n_barcode_L,cumulative_per_day_n_barcode_R,work_time,work_time_L,work_time_R,CYCLE_ABORTED,CYCLE_COMPLETED,CYCLE_NOT_STARTED,CYCLE_ABORTED_L,CYCLE_COMPLETED_L,CYCLE_NOT_STARTED_L,CYCLE_ABORTED_R,CYCLE_COMPLETED_R,CYCLE_NOT_STARTED_R,cumulative_per_day_CYCLE_COMPLETED,cumulative_per_day_CYCLE_ABORTED,cumulative_per_day_CYCLE_NOT_STARTED,cumulative_per_day_CYCLE_COMPLETED_L,cumulative_per_day_CYCLE_ABORTED_L,cumulative_per_day_CYCLE_NOT_STARTED_L,cumulative_per_day_CYCLE_COMPLETED_R,cumulative_per_day_CYCLE_ABORTED_R,cumulative_per_day_CYCLE_NOT_STARTED_R
2010-10-22 00:00:00,40,20.0,20.0,40,20.0,20.0,21485.0,21485.0,21485.0,15,25,0,5.0,15.0,0.0,10.0,10.0,0.0,25,15,0,15.0,5.0,0.0,10.0,10.0,0.0
2010-10-22 06:00:00,42,21.0,21.0,82,41.0,41.0,21546.0,21546.0,21546.0,17,24,1,7.0,14.0,0.0,10.0,10.0,1.0,49,32,1,29.0,12.0,0.0,20.0,20.0,1.0
2010-10-22 12:00:00,36,18.0,18.0,118,59.0,59.0,19148.0,19148.0,19145.0,7,28,1,1.0,17.0,0.0,6.0,11.0,1.0,77,39,2,46.0,13.0,0.0,31.0,26.0,2.0
2010-11-22 00:00:00,15,10.0,5.0,15,10.0,5.0,21433.0,17952.0,21433.0,2,11,2,1.0,8.0,1.0,1.0,3.0,1.0,11,2,2,8.0,1.0,1.0,3.0,1.0,1.0
2010-11-22 06:00:00,38,19.0,19.0,53,29.0,24.0,20249.0,20249.0,20249.0,7,31,0,2.0,17.0,0.0,5.0,14.0,0.0,42,9,2,25.0,3.0,1.0,17.0,6.0,1.0
2010-11-22 12:00:00,36,18.0,18.0,89,47.0,42.0,21106.0,21106.0,21104.0,9,27,0,3.0,15.0,0.0,6.0,12.0,0.0,69,18,2,40.0,6.0,1.0,29.0,12.0,1.0
2010-11-22 18:00:00,38,20.0,18.0,127,67.0,60.0,21453.0,21453.0,21453.0,9,29,0,3.0,17.0,0.0,6.0,12.0,0.0,98,27,2,57.0,9.0,1.0,41.0,18.0,1.0
2011-10-22 00:00:00,29,15.0,14.0,29,15.0,14.0,21518.0,20848.0,21518.0,8,18,3,4.0,9.0,2.0,4.0,9.0,1.0,18,8,3,9.0,4.0,2.0,9.0,4.0,1.0
2011-10-22 06:00:00,40,20.0,20.0,69,35.0,34.0,20500.0,20500.0,20500.0,10,29,1,5.0,15.0,0.0,5.0,14.0,1.0,47,18,4,24.0,9.0,2.0,23.0,9.0,2.0
2011-10-22 12:00:00,40,20.0,20.0,109,55.0,54.0,20319.0,20319.0,20319.0,8,32,0,3.0,17.0,0.0,5.0,15.0,0.0,79,26,4,41.0,12.0,2.0,38.0,14.0,2.0
2011-10-22 18:00:00,40,20.0,20.0,149,75.0,74.0,20575.0,20575.0,20575.0,11,28,1,4.0,16.0,0.0,7.0,12.0,1.0,107,37,5,57.0,16.0,2.0,50.0,21.0,3.0
2011-11-22 00:00:00,38,18.0,20.0,38,18.0,20.0,21594.0,20734.0,21594.0,11,25,2,4.0,14.0,0.0,7.0,11.0,2.0,25,11,2,14.0,4.0,0.0,11.0,7.0,2.0
2011-11-22 06:00:00,34,17.0,17.0,72,35.0,37.0,18909.0,18908.0,18906.0,4,29,1,1.0,16.0,0.0,3.0,13.0,1.0,54,15,3,30.0,5.0,0.0,24.0,10.0,3.0
2012-10-22 00:00:00,40,20.0,20.0,40,20.0,20.0,20451.0,20451.0,20451.0,12,28,0,4.0,16.0,0.0,8.0,12.0,0.0,28,12,0,16.0,4.0,0.0,12.0,8.0,0.0
2012-10-22 06:00:00,42,21.0,21.0,82,41.0,41.0,21546.0,21544.0,21546.0,10,30,2,4.0,16.0,1.0,6.0,14.0,1.0,58,22,2,32.0,8.0,1.0,26.0,14.0,1.0
2012-10-22 12:00:00,40,20.0,20.0,122,61.0,61.0,21176.0,21176.0,21176.0,10,30,0,3.0,17.0,0.0,7.0,13.0,0.0,88,32,2,49.0,11.0,1.0,39.0,21.0,1.0
2012-10-22 18:00:00,40,20.0,20.0,162,81.0,81.0,20273.0,20273.0,20273.0,12,28,0,5.0,15.0,0.0,7.0,13.0,0.0,116,44,2,64.0,16.0,1.0,52.0,28.0,1.0
2012-11-22 00:00:00,27,14.0,13.0,27,14.0,13.0,21370.0,21370.0,14492.0,4,22,1,3.0,10.0,1.0,1.0,12.0,0.0,22,4,1,10.0,3.0,1.0,12.0,1.0,0.0
