y-m-day-hour_6_rounded,n_barcode,n_barcode_L,n_barcode_R,cumulative_per_day_n_barcode,cumulative_per_day_n_barcode_L,cumulative_per_day_n_barcode_R,work_time,work_time_L,work_time_R,CYCLE_ABORTED,CYCLE_COMPLETED,CYCLE_NOT_STARTED,CYCLE_ABORTED_L,CYCLE_COMPLETED_L,CYCLE_NOT_STARTED_L,CYCLE_ABORTED_R,CYCLE_COMPLETED_R,CYCLE_NOT_STARTED_R,cumulative_per_day_CYCLE_COMPLETED,cumulative_per_day_CYCLE_ABORTED,cumulative_per_day_CYCLE_NOT_STARTED,cumulative_per_day_CYCLE_COMPLETED_L,cumulative_per_day_CYCLE_ABORTED_L,cumulative_per_day_CYCLE_NOT_STARTED_L,cumulative_per_day_CYCLE_COMPLETED_R,cumulative_per_day_CYCLE_ABORTED_R,cumulative_per_day_CYCLE_NOT_STARTED_R
2010-10-22 00:00:00,22,10.0,12.0,22,10.0,12.0,20322.0,20322.0,20322.0,3,16,3,2.0,7.0,1.0,1.0,9.0,2.0,16,3,3,7.0,2.0,1.0,9.0,1.0,2.0
2010-10-22 06:00:00,22,11.0,11.0,44,21.0,23.0,20432.0,20432.0,20432.0,6,16,0,4.0,7.0,0.0,2.0,9.0,0.0,32,9,3,14.0,6.0,1.0,18.0,3.0,2.0
2010-10-22 12:00:00,20,10.0,10.0,64,31.0,33.0,18174.0,18174.0,18174.0,4,15,1,3.0,6.0,1.0,1.0,9.0,0.0,47,13,4,20.0,9.0,2.0,27.0,4.0,2.0
2010-10-22 18:00:00,10,5.0,5.0,74,36.0,38.0,9034.0,9034.0,9034.0,2,7,1,2.0,3.0,0.0,0.0,4.0,1.0,54,15,5,23.0,11.0,2.0,31.0,4.0,3.0
2010-11-22 00:00:00,17,0.0,17.0,17,0.0,17.0,20476.0,0.0,20476.0,5,11,1,0.0,0.0,0.0,5.0,11.0,1.0,11,5,1,0.0,0.0,0.0,11.0,5.0,1.0
2010-11-22 06:00:00,14,4.0,10.0,31,4.0,27.0,20544.0,11439.0,20544.0,6,8,0,3.0,1.0,0.0,3.0,7.0,0.0,19,11,1,1.0,3.0,0.0,18.0,8.0,1.0
2010-11-22 12:00:00,42,21.0,21.0,73,25.0,48.0,20638.0,20638.0,20638.0,9,33,0,5.0,16.0,0.0,4.0,17.0,0.0,52,20,1,17.0,8.0,0.0,35.0,12.0,1.0
2010-11-22 18:00:00,44,22.0,22.0,117,47.0,70.0,21208.0,21208.0,21208.0,7,36,1,4.0,17.0,1.0,3.0,19.0,0.0,88,27,2,34.0,12.0,1.0,54.0,15.0,1.0
2010-12-22 00:00:00,21,11.0,10.0,21,11.0,10.0,21186.0,21186.0,21186.0,7,13,1,4.0,6.0,1.0,3.0,7.0,0.0,13,7,1,6.0,4.0,1.0,7.0,3.0,0.0
2010-12-22 06:00:00,20,10.0,10.0,41,21.0,20.0,18401.0,18401.0,18401.0,5,15,0,3.0,7.0,0.0,2.0,8.0,0.0,28,12,1,13.0,7.0,1.0,15.0,5.0,0.0
2010-12-22 12:00:00,15,6.0,9.0,56,27.0,29.0,20259.0,20259.0,20259.0,8,7,0,5.0,1.0,0.0,3.0,6.0,0.0,35,20,1,14.0,12.0,1.0,21.0,8.0,0.0
