,Unnamed: 0,ddc_barcode,ddc_ipcode,ddc_mch_code,ddc_mch_side,ddc_ev_subcode,ddc_ev_timestamp,c_machine,month,y-m-day,event_time,time:_cluster_label
0,10886,9440056577,42582,1304,L,CURING_ON_STOP,2022-12-21 04:20:58,False,12,22-12-21,0.0,0
1,10887,9440056577,42582,1304,L,CURING_OFF_START,2022-12-21 04:20:58,False,12,22-12-21,0.0,0
2,10888,9440056577,42582,1304,L,OP_SQUEEZE_OFF_START,2022-12-21 04:21:00,False,12,22-12-21,2.0,5
3,10889,9440056577,42582,1304,L,CURING_OFF_STOP,2022-12-21 04:21:00,False,12,22-12-21,0.0,0
4,10890,9440056577,42582,1304,L,OP_SQUEEZE_OFF_STOP,2022-12-21 04:21:02,False,12,22-12-21,2.0,5
5,10891,9440056577,42582,1304,L,OP_UNLOCK_PRESS_START,2022-12-21 04:21:02,False,12,22-12-21,0.0,0
6,10892,9440056577,42582,1304,L,OP_UNLOCK_PRESS_STOP,2022-12-21 04:21:03,False,12,22-12-21,1.0,0
7,10893,9440056577,42582,1304,L,OP_PRESS_MOVEMENT_UP_START,2022-12-21 04:21:03,False,12,22-12-21,0.0,0
8,10894,9440056577,42582,1304,L,OP_PRESS_MOVEMENT_UP_STOP,2022-12-21 04:21:06,False,12,22-12-21,3.0,2
9,10895,9440056577,42582,1304,L,OP_PRESS_STOP_PAUSE_1_START,2022-12-21 04:21:06,False,12,22-12-21,0.0,0
10,10896,9440056577,42582,1304,L,OP_PRESS_STOP_PAUSE_1_STOP,2022-12-21 04:21:11,False,12,22-12-21,5.0,1
11,10897,9440056577,42582,1304,L,OP_PRESS_MOVEMENT_UP_1_START,2022-12-21 04:21:11,False,12,22-12-21,0.0,0
12,10898,9440056577,42582,1304,L,OP_PRESS_MOVEMENT_UP_1_STOP,2022-12-21 04:21:14,False,12,22-12-21,3.0,2
13,10899,9440056577,42582,1304,L,OP_PRESS_STOP_PAUSE_2_START,2022-12-21 04:21:14,False,12,22-12-21,0.0,0
14,10900,9440056577,42582,1304,L,OP_PRESS_STOP_PAUSE_2_STOP,2022-12-21 04:21:19,False,12,22-12-21,5.0,1
15,10901,9440056577,42582,1304,L,OP_PRESS_MOVEMENT_UP_2_START,2022-12-21 04:21:19,False,12,22-12-21,0.0,0
16,10902,9440056577,42582,1304,L,UN_SWING_POSITION_STOP,2022-12-21 04:21:26,False,12,22-12-21,7.0,4
17,10903,9440056577,42582,1304,L,UN_SWING_POSITION_START,2022-12-21 04:21:26,False,12,22-12-21,0.0,0
18,10904,9440056577,42582,1304,L,UN_LMR_TCR_VACUUM_START,2022-12-21 04:21:26,False,12,22-12-21,0.0,0
19,10905,9440056577,42582,1304,L,OP_PRESS_MOVEMENT_UP_3_STOP,2022-12-21 04:21:31,False,12,22-12-21,5.0,1
20,10906,9440056577,42582,1304,L,OP_PRESS_LOCKED_START,2022-12-21 04:21:31,False,12,22-12-21,0.0,0
21,10907,9440056577,42582,1304,L,UN_LMR_TCR_VACUUM_STOP,2022-12-21 04:21:32,False,12,22-12-21,1.0,0
22,10908,9440056577,42582,1304,L,UN_SWING_IN_ARMS_START,2022-12-21 04:21:32,False,12,22-12-21,0.0,0
23,10909,9440056577,42582,1304,L,OP_PRESS_LOCKED_STOP,2022-12-21 04:21:32,False,12,22-12-21,0.0,0
24,10910,9440056577,42582,1304,L,UN_SWING_IN_ARMS_STOP,2022-12-21 04:21:39,False,12,22-12-21,7.0,4
25,10911,9440056577,42582,1304,L,UN_TCR_UP_START,2022-12-21 04:21:39,False,12,22-12-21,0.0,0
26,10912,9440056577,42582,1304,L,UN_TCR_UP_STOP,2022-12-21 04:21:50,False,12,22-12-21,11.0,3
27,10913,9440056577,42582,1304,L,UN_UNLOADER_DOWN_START,2022-12-21 04:21:50,False,12,22-12-21,0.0,0
28,10914,9440056577,42582,1304,L,UN_CLOSE_ARMS_STOP,2022-12-21 04:21:55,False,12,22-12-21,5.0,1
29,10915,9440056577,42582,1304,L,UN_CLOSE_ARMS_START,2022-12-21 04:21:55,False,12,22-12-21,0.0,0
30,10916,9440056577,42582,1304,L,UN_UNLOADER_DOWN_STOP,2022-12-21 04:21:58,False,12,22-12-21,3.0,2
31,10917,9440056577,42582,1304,L,UN_OPEN_ARMS_START,2022-12-21 04:21:58,False,12,22-12-21,0.0,0
32,10918,9440056577,42582,1304,L,UN_TCR_UP_NO_SUV_STOP,2022-12-21 04:22:00,False,12,22-12-21,2.0,5
33,10919,9440056577,42582,1304,L,UN_OPEN_ARMS_STOP,2022-12-21 04:22:00,False,12,22-12-21,0.0,0
34,10920,9440056577,42582,1304,L,UN_UNLOADER_UP_START,2022-12-21 04:22:00,False,12,22-12-21,0.0,0
35,10921,9440056577,42582,1304,L,UN_TCR_UP_NO_SUV_START,2022-12-21 04:22:00,False,12,22-12-21,0.0,0
37,10923,9440056577,42582,1304,L,UN_UNLOADER_OUT_START,2022-12-21 04:22:17,False,12,22-12-21,0.0,0
