Unnamed: 0,ddc_barcode,ddc_ipcode,ddc_mch_code,ddc_mch_side,ddc_ev_subcode,ddc_ev_timestamp,c_machine,month,y-m-day
10177,9436491784,27643,1406,R,LO_LOADER_IN_PRESS,2021-12-17 23:31:55,False,12,21-12-17
10188,9436491784,27643,1406,R,LO_BLADDER_PRESHAPING,2021-12-17 23:31:59,False,12,21-12-17
10189,9436491784,27643,1406,R,LO_BLADDER_VACUUM,2021-12-17 23:31:59,False,12,21-12-17
10193,9436491784,27643,1406,R,LO_LOADER_DOWN,2021-12-17 23:32:01,False,12,21-12-17
10209,9436491784,27643,1406,R,LO_TCR_DOWN,2021-12-17 23:32:05,False,12,21-12-17
10220,9436491784,27643,1406,R,LO_PRESHAPING,2021-12-17 23:32:09,False,12,21-12-17
10254,9436491784,27643,1406,R,LO_LOADER_RELEASE_TIRE,2021-12-17 23:32:21,False,12,21-12-17
10256,9436491784,27643,1406,R,LO_LOADER_UP,2021-12-17 23:32:22,False,12,21-12-17
10259,9436491784,27643,1406,R,LO_LOADER_OUT,2021-12-17 23:32:24,False,12,21-12-17
10267,9436491784,27643,1406,R,CL_UNLOCK_PRESS,2021-12-17 23:32:27,False,12,21-12-17
10276,9436491784,27643,1406,R,CL_PRESS_DOWN,2021-12-17 23:32:30,False,12,21-12-17
10293,9436491784,27643,1406,R,CL_PRESS_DOWN_2,2021-12-17 23:32:35,False,12,21-12-17
10294,9436491784,27643,1406,R,CL_STOP_PAUSE,2021-12-17 23:32:35,False,12,21-12-17
10310,9436491784,27643,1406,R,CL_STOP_PAUSE_2,2021-12-17 23:32:40,False,12,21-12-17
10335,9436491784,27643,1406,R,CL_PRESS_DOWN_3,2021-12-17 23:32:50,False,12,21-12-17
10385,9436491784,27643,1406,R,CL_PRESS_LOCK,2021-12-17 23:33:11,False,12,21-12-17
10386,9436491784,27643,1406,R,CL_SQUEEZE_ON,2021-12-17 23:33:11,False,12,21-12-17
10415,9436491784,27643,1406,R,CURING_ON,2021-12-17 23:33:19,False,12,21-12-17
10654,9436492349,27643,1406,L,LO_LOADER_IN_PRESS,2021-12-17 23:34:36,False,12,21-12-17
10674,9436492349,27643,1406,L,LO_BLADDER_PRESHAPING,2021-12-17 23:34:41,False,12,21-12-17
10675,9436492349,27643,1406,L,LO_BLADDER_VACUUM,2021-12-17 23:34:41,False,12,21-12-17
10680,9436492349,27643,1406,L,LO_LOADER_DOWN,2021-12-17 23:34:43,False,12,21-12-17
10706,9436492349,27643,1406,L,LO_TCR_DOWN,2021-12-17 23:34:49,False,12,21-12-17
10717,9436492349,27643,1406,L,LO_PRESHAPING,2021-12-17 23:34:51,False,12,21-12-17
10778,9436492349,27643,1406,L,LO_LOADER_RELEASE_TIRE,2021-12-17 23:35:04,False,12,21-12-17
10780,9436492349,27643,1406,L,LO_LOADER_UP,2021-12-17 23:35:05,False,12,21-12-17
10787,9436492349,27643,1406,L,LO_LOADER_OUT,2021-12-17 23:35:07,False,12,21-12-17
10802,9436492349,27643,1406,L,CL_UNLOCK_PRESS,2021-12-17 23:35:11,False,12,21-12-17
10814,9436492349,27643,1406,L,CL_PRESS_DOWN,2021-12-17 23:35:13,False,12,21-12-17
10846,9436492349,27643,1406,L,CL_PRESS_DOWN_2,2021-12-17 23:35:19,False,12,21-12-17
