Unnamed: 0,ddc_barcode,ddc_ipcode,ddc_mch_code,ddc_mch_side,ddc_ev_subcode,ddc_ev_timestamp,c_machine,month,y-m-day
1365,9436748182,39741,C402,L,LO_LOADER_IN_PRESS,2021-12-17 22:20:46,True,12,21-12-17
1367,9436748182,39741,C402,L,LO_BLADDER_PRESHAPING,2021-12-17 22:20:51,True,12,21-12-17
1371,9436748182,39741,C402,L,LO_BLADDER_VACUUM,2021-12-17 22:20:58,True,12,21-12-17
1376,9436748182,39741,C402,L,LO_LOADER_DOWN,2021-12-17 22:21:01,True,12,21-12-17
1381,9436748182,39741,C402,L,LO_TCR_DOWN,2021-12-17 22:21:05,True,12,21-12-17
1386,9436748182,39741,C402,L,LO_PRESHAPING,2021-12-17 22:21:07,True,12,21-12-17
1403,9436748182,39741,C402,L,LO_LOADER_RELEASE_TIRE,2021-12-17 22:21:34,True,12,21-12-17
1404,9436748182,39741,C402,L,LO_LOADER_UP,2021-12-17 22:21:34,True,12,21-12-17
1409,9436748182,39741,C402,L,LO_LOADER_OUT,2021-12-17 22:21:38,True,12,21-12-17
1413,9436748182,39741,C402,L,CL_UNLOCK_PRESS,2021-12-17 22:21:41,True,12,21-12-17
1417,9436748182,39741,C402,L,CL_PRESS_DOWN,2021-12-17 22:21:45,True,12,21-12-17
1420,9436748182,39741,C402,L,CL_STOP_PAUSE,2021-12-17 22:21:50,True,12,21-12-17
1424,9436748182,39741,C402,L,CL_PRESS_DOWN_2,2021-12-17 22:21:55,True,12,21-12-17
1425,9436748182,39741,C402,L,CL_STOP_PAUSE_2,2021-12-17 22:21:58,True,12,21-12-17
1428,9436748182,39741,C402,L,CL_PRESS_DOWN_3,2021-12-17 22:22:09,True,12,21-12-17
1436,9436748182,39741,C402,L,CL_PRESS_LOCK,2021-12-17 22:22:27,True,12,21-12-17
1437,9436748182,39741,C402,L,CL_SQUEEZE_ON,2021-12-17 22:22:27,True,12,21-12-17
1441,9436748182,39741,C402,L,CURING_ON,2021-12-17 22:22:39,True,12,21-12-17
3159,9436748182,39741,C402,L,CURING_OFF,2021-12-17 22:39:08,True,12,21-12-17
3163,9436748182,39741,C402,L,OP_SQUEEZE_OFF,2021-12-17 22:39:10,True,12,21-12-17
3171,9436748182,39741,C402,L,OP_UNLOCK_PRESS,2021-12-17 22:39:12,True,12,21-12-17
3173,9436748182,39741,C402,L,OP_PRESS_MOVEMENT_UP,2021-12-17 22:39:14,True,12,21-12-17
3175,9436748182,39741,C402,L,OP_PRESS_STOP_PAUSE_1,2021-12-17 22:39:16,True,12,21-12-17
3187,9436748182,39741,C402,L,OP_PRESS_MOVEMENT_UP_1,2021-12-17 22:39:20,True,12,21-12-17
3190,9436748182,39741,C402,L,OP_PRESS_STOP_PAUSE_2,2021-12-17 22:39:23,True,12,21-12-17
3200,9436748182,39741,C402,L,OP_PRESS_MOVEMENT_UP_2,2021-12-17 22:39:27,True,12,21-12-17
3209,9436748182,39741,C402,L,OP_PRESS_STOP_PAUSE_3,2021-12-17 22:39:30,True,12,21-12-17
3219,9436748182,39741,C402,L,OP_PRESS_MOVEMENT_UP_3,2021-12-17 22:39:34,True,12,21-12-17
3231,9436748182,39741,C402,L,UN_LMR_UP,2021-12-17 22:39:41,True,12,21-12-17
3236,9436748182,39741,C402,L,UN_FORK_IN,2021-12-17 22:39:43,True,12,21-12-17
3247,9436748182,39741,C402,L,OP_PRESS_LOCKED,2021-12-17 22:39:47,True,12,21-12-17
3253,9436748182,39741,C402,L,UN_VACUUM,2021-12-17 22:39:50,True,12,21-12-17
3276,9436748182,39741,C402,L,UN_TCR_UP_LMR_DOWN,2021-12-17 22:40:02,True,12,21-12-17
3292,9436748182,39741,C402,L,UN_TCR_DOWN,2021-12-17 22:40:11,True,12,21-12-17
3294,9436748182,39741,C402,L,UN_FORK_OUT,2021-12-17 22:40:12,True,12,21-12-17
3304,9437388693,39741,C402,L,LO_LOADER_IN_PRESS,2021-12-17 22:40:14,True,12,21-12-17
3316,9437388693,39741,C402,L,LO_BLADDER_PRESHAPING,2021-12-17 22:40:18,True,12,21-12-17
3323,9437388693,39741,C402,L,LO_BLADDER_VACUUM,2021-12-17 22:40:26,True,12,21-12-17
3329,9437388693,39741,C402,L,LO_LOADER_DOWN,2021-12-17 22:40:29,True,12,21-12-17
3342,9437388693,39741,C402,L,LO_TCR_DOWN,2021-12-17 22:40:40,True,12,21-12-17
3345,9437388693,39741,C402,L,LO_PRESHAPING,2021-12-17 22:40:41,True,12,21-12-17
3381,9437388693,39741,C402,L,LO_LOADER_RELEASE_TIRE,2021-12-17 22:41:06,True,12,21-12-17
3382,9437388693,39741,C402,L,LO_LOADER_UP,2021-12-17 22:41:06,True,12,21-12-17
3384,9437388693,39741,C402,L,LO_LOADER_OUT,2021-12-17 22:41:09,True,12,21-12-17
3386,9437388693,39741,C402,L,CL_UNLOCK_PRESS,2021-12-17 22:41:12,True,12,21-12-17
3390,9437388693,39741,C402,L,CL_PRESS_DOWN,2021-12-17 22:41:16,True,12,21-12-17
3402,9437388693,39741,C402,L,CL_STOP_PAUSE,2021-12-17 22:41:22,True,12,21-12-17
3409,9437388693,39741,C402,L,CL_PRESS_DOWN_2,2021-12-17 22:41:27,True,12,21-12-17
3411,9437388693,39741,C402,L,CL_STOP_PAUSE_2,2021-12-17 22:41:29,True,12,21-12-17
3420,9437388693,39741,C402,L,CL_PRESS_DOWN_3,2021-12-17 22:41:41,True,12,21-12-17
3449,9437388693,39741,C402,L,CL_PRESS_LOCK,2021-12-17 22:41:58,True,12,21-12-17
3454,9437388693,39741,C402,L,CL_SQUEEZE_ON,2021-12-17 22:41:59,True,12,21-12-17
3474,9437388693,39741,C402,L,CURING_ON,2021-12-17 22:42:09,True,12,21-12-17
5432,9437388693,39741,C402,L,CURING_OFF,2021-12-17 22:58:39,True,12,21-12-17
5433,9437388693,39741,C402,L,OP_SQUEEZE_OFF,2021-12-17 22:58:41,True,12,21-12-17
5436,9437388693,39741,C402,L,OP_UNLOCK_PRESS,2021-12-17 22:58:44,True,12,21-12-17
5437,9437388693,39741,C402,L,OP_PRESS_MOVEMENT_UP,2021-12-17 22:58:45,True,12,21-12-17
5440,9437388693,39741,C402,L,OP_PRESS_STOP_PAUSE_1,2021-12-17 22:58:48,True,12,21-12-17
5441,9437388693,39741,C402,L,OP_PRESS_MOVEMENT_UP_1,2021-12-17 22:58:51,True,12,21-12-17
5446,9437388693,39741,C402,L,OP_PRESS_STOP_PAUSE_2,2021-12-17 22:58:55,True,12,21-12-17
5449,9437388693,39741,C402,L,OP_PRESS_MOVEMENT_UP_2,2021-12-17 22:58:58,True,12,21-12-17
5456,9437388693,39741,C402,L,OP_PRESS_STOP_PAUSE_3,2021-12-17 22:59:02,True,12,21-12-17
5459,9437388693,39741,C402,L,OP_PRESS_MOVEMENT_UP_3,2021-12-17 22:59:05,True,12,21-12-17
5470,9437388693,39741,C402,L,UN_LMR_UP,2021-12-17 22:59:12,True,12,21-12-17
5473,9437388693,39741,C402,L,UN_FORK_IN,2021-12-17 22:59:14,True,12,21-12-17
5484,9437388693,39741,C402,L,OP_PRESS_LOCKED,2021-12-17 22:59:18,True,12,21-12-17
5491,9437388693,39741,C402,L,UN_VACUUM,2021-12-17 22:59:21,True,12,21-12-17
5510,9437388693,39741,C402,L,UN_TCR_UP_LMR_DOWN,2021-12-17 22:59:33,True,12,21-12-17
5533,9437388693,39741,C402,L,UN_TCR_DOWN,2021-12-17 22:59:42,True,12,21-12-17
