y-m-day-hour_6_rounded,n_barcode,n_barcode_L,n_barcode_R,cumulative_per_day_n_barcode,cumulative_per_day_n_barcode_L,cumulative_per_day_n_barcode_R,work_time,work_time_L,work_time_R,CYCLE_ABORTED,CYCLE_COMPLETED,CYCLE_NOT_STARTED,CYCLE_ABORTED_L,CYCLE_COMPLETED_L,CYCLE_NOT_STARTED_L,CYCLE_ABORTED_R,CYCLE_COMPLETED_R,CYCLE_NOT_STARTED_R,cumulative_per_day_CYCLE_COMPLETED,cumulative_per_day_CYCLE_ABORTED,cumulative_per_day_CYCLE_NOT_STARTED,cumulative_per_day_CYCLE_COMPLETED_L,cumulative_per_day_CYCLE_ABORTED_L,cumulative_per_day_CYCLE_NOT_STARTED_L,cumulative_per_day_CYCLE_COMPLETED_R,cumulative_per_day_CYCLE_ABORTED_R,cumulative_per_day_CYCLE_NOT_STARTED_R
2010-11-22 00:00:00,28,14.0,14.0,28,14.0,14.0,21548.0,21548.0,21548.0,7,21,0,2.0,12.0,0.0,5.0,9.0,0.0,21,7,0,12.0,2.0,0.0,9.0,5.0,0.0
2010-11-22 06:00:00,34,16.0,18.0,62,30.0,32.0,21210.0,21210.0,21210.0,14,20,0,6.0,10.0,0.0,8.0,10.0,0.0,41,21,0,22.0,8.0,0.0,19.0,13.0,0.0
2010-11-22 12:00:00,24,12.0,12.0,86,42.0,44.0,12056.0,12056.0,12055.0,9,15,0,3.0,9.0,0.0,6.0,6.0,0.0,56,30,0,31.0,11.0,0.0,25.0,19.0,0.0
2010-11-22 18:00:00,36,18.0,18.0,122,60.0,62.0,18805.0,18805.0,18805.0,6,30,0,1.0,17.0,0.0,5.0,13.0,0.0,86,36,0,48.0,12.0,0.0,38.0,24.0,0.0
2010-12-22 00:00:00,40,20.0,20.0,40,20.0,20.0,20760.0,20760.0,20760.0,11,29,0,4.0,16.0,0.0,7.0,13.0,0.0,29,11,0,16.0,4.0,0.0,13.0,7.0,0.0
2010-12-22 06:00:00,22,11.0,11.0,62,31.0,31.0,16368.0,16367.0,16368.0,8,14,0,4.0,7.0,0.0,4.0,7.0,0.0,43,19,0,23.0,8.0,0.0,20.0,11.0,0.0
2010-12-22 18:00:00,28,14.0,14.0,90,45.0,45.0,14190.0,14190.0,14190.0,6,22,0,3.0,11.0,0.0,3.0,11.0,0.0,65,25,0,34.0,11.0,0.0,31.0,14.0,0.0
2011-10-22 06:00:00,6,3.0,3.0,6,3.0,3.0,14028.0,14027.0,14028.0,6,0,0,3.0,0.0,0.0,3.0,0.0,0.0,0,6,0,0.0,3.0,0.0,0.0,3.0,0.0
2011-10-22 12:00:00,12,8.0,4.0,18,11.0,7.0,16793.0,16334.0,16793.0,11,1,0,7.0,1.0,0.0,4.0,0.0,0.0,1,17,0,1.0,10.0,0.0,0.0,7.0,0.0
2011-10-22 18:00:00,38,19.0,19.0,56,30.0,26.0,19037.0,19037.0,19037.0,14,24,0,5.0,14.0,0.0,9.0,10.0,0.0,25,31,0,15.0,15.0,0.0,10.0,16.0,0.0
2011-11-22 00:00:00,6,3.0,3.0,6,3.0,3.0,2209.0,2208.0,2209.0,1,5,0,0.0,3.0,0.0,1.0,2.0,0.0,5,1,0,3.0,0.0,0.0,2.0,1.0,0.0
2011-11-22 18:00:00,4,2.0,2.0,10,5.0,5.0,14288.0,14286.0,14288.0,4,0,0,2.0,0.0,0.0,2.0,0.0,0.0,5,5,0,3.0,2.0,0.0,2.0,3.0,0.0
2011-12-22 00:00:00,41,21.0,20.0,41,21.0,20.0,20977.0,20977.0,20174.0,9,32,0,4.0,17.0,0.0,5.0,15.0,0.0,32,9,0,17.0,4.0,0.0,15.0,5.0,0.0
2011-12-22 06:00:00,19,8.0,11.0,60,29.0,31.0,11110.0,7716.0,11110.0,4,15,0,3.0,5.0,0.0,1.0,10.0,0.0,47,13,0,22.0,7.0,0.0,25.0,6.0,0.0
2011-12-22 12:00:00,19,0.0,19.0,79,0.0,50.0,19445.0,0.0,19445.0,5,14,0,0.0,0.0,0.0,5.0,14.0,0.0,61,18,0,0.0,0.0,0.0,39.0,11.0,0.0
