y-m-day-hour_6_rounded,n_barcode,n_barcode_L,n_barcode_R,cumulative_per_day_n_barcode,cumulative_per_day_n_barcode_L,cumulative_per_day_n_barcode_R,work_time,work_time_L,work_time_R,CYCLE_ABORTED,CYCLE_COMPLETED,CYCLE_NOT_STARTED,CYCLE_ABORTED_L,CYCLE_COMPLETED_L,CYCLE_NOT_STARTED_L,CYCLE_ABORTED_R,CYCLE_COMPLETED_R,CYCLE_NOT_STARTED_R,cumulative_per_day_CYCLE_COMPLETED,cumulative_per_day_CYCLE_ABORTED,cumulative_per_day_CYCLE_NOT_STARTED,cumulative_per_day_CYCLE_COMPLETED_L,cumulative_per_day_CYCLE_ABORTED_L,cumulative_per_day_CYCLE_NOT_STARTED_L,cumulative_per_day_CYCLE_COMPLETED_R,cumulative_per_day_CYCLE_ABORTED_R,cumulative_per_day_CYCLE_NOT_STARTED_R
2010-10-22 00:00:00,40,20.0,20.0,40,20.0,20.0,20948.0,20948.0,20948.0,6,33,1,3.0,16.0,1.0,3.0,17.0,0.0,33,6,1,16.0,3.0,1.0,17.0,3.0,0.0
2010-10-22 06:00:00,35,17.0,18.0,75,37.0,38.0,21046.0,18443.0,21046.0,4,31,0,3.0,14.0,0.0,1.0,17.0,0.0,64,10,1,30.0,6.0,1.0,34.0,4.0,0.0
2010-10-22 12:00:00,32,16.0,16.0,107,53.0,54.0,16264.0,16264.0,16264.0,8,24,0,5.0,11.0,0.0,3.0,13.0,0.0,88,18,1,41.0,11.0,1.0,47.0,7.0,0.0
2010-10-22 18:00:00,42,21.0,21.0,149,74.0,75.0,20745.0,20745.0,20745.0,10,32,0,6.0,15.0,0.0,4.0,17.0,0.0,120,28,1,56.0,17.0,1.0,64.0,11.0,0.0
2010-11-22 00:00:00,36,16.0,20.0,36,16.0,20.0,21113.0,21113.0,21113.0,4,32,0,3.0,13.0,0.0,1.0,19.0,0.0,32,4,0,13.0,3.0,0.0,19.0,1.0,0.0
2010-11-22 06:00:00,39,19.0,20.0,75,35.0,40.0,20984.0,20984.0,20984.0,6,33,0,4.0,15.0,0.0,2.0,18.0,0.0,65,10,0,28.0,7.0,0.0,37.0,3.0,0.0
2010-11-22 12:00:00,36,18.0,18.0,111,53.0,58.0,20243.0,20243.0,20243.0,13,23,0,7.0,11.0,0.0,6.0,12.0,0.0,88,23,0,39.0,14.0,0.0,49.0,9.0,0.0
2010-11-22 18:00:00,38,19.0,19.0,149,72.0,77.0,21014.0,21014.0,21014.0,4,34,0,3.0,16.0,0.0,1.0,18.0,0.0,122,27,0,55.0,17.0,0.0,67.0,10.0,0.0
2010-12-22 00:00:00,36,19.0,17.0,36,19.0,17.0,20374.0,20374.0,19725.0,4,30,2,2.0,15.0,2.0,2.0,15.0,0.0,30,4,2,15.0,2.0,2.0,15.0,2.0,0.0
2010-12-22 06:00:00,38,19.0,19.0,74,38.0,36.0,21123.0,21123.0,21123.0,7,31,0,3.0,16.0,0.0,4.0,15.0,0.0,61,11,2,31.0,5.0,2.0,30.0,6.0,0.0
2010-12-22 12:00:00,40,20.0,20.0,114,58.0,56.0,21044.0,21044.0,21044.0,11,29,0,7.0,13.0,0.0,4.0,16.0,0.0,90,22,2,44.0,12.0,2.0,46.0,10.0,0.0
2010-12-22 18:00:00,38,19.0,19.0,152,77.0,75.0,20249.0,20249.0,20249.0,9,29,0,4.0,15.0,0.0,5.0,14.0,0.0,119,31,2,59.0,16.0,2.0,60.0,15.0,0.0
