y-m-day-hour_6_rounded,n_barcode,n_barcode_L,n_barcode_R,cumulative_per_day_n_barcode,cumulative_per_day_n_barcode_L,cumulative_per_day_n_barcode_R,work_time,work_time_L,work_time_R,CYCLE_ABORTED,CYCLE_COMPLETED,CYCLE_NOT_STARTED,CYCLE_ABORTED_L,CYCLE_COMPLETED_L,CYCLE_NOT_STARTED_L,CYCLE_ABORTED_R,CYCLE_COMPLETED_R,CYCLE_NOT_STARTED_R,cumulative_per_day_CYCLE_COMPLETED,cumulative_per_day_CYCLE_ABORTED,cumulative_per_day_CYCLE_NOT_STARTED,cumulative_per_day_CYCLE_COMPLETED_L,cumulative_per_day_CYCLE_ABORTED_L,cumulative_per_day_CYCLE_NOT_STARTED_L,cumulative_per_day_CYCLE_COMPLETED_R,cumulative_per_day_CYCLE_ABORTED_R,cumulative_per_day_CYCLE_NOT_STARTED_R
2010-10-22 00:00:00,1,0.0,1.0,1,0.0,1.0,973.0,0.0,973.0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0
2010-10-22 12:00:00,7,0.0,7.0,8,0.0,8.0,8627.0,0.0,8627.0,3,4,0,0.0,0.0,0.0,3.0,4.0,0.0,5,3,0,0.0,0.0,0.0,5.0,3.0,0.0
2010-11-22 00:00:00,24,12.0,12.0,24,12.0,12.0,15514.0,15514.0,15514.0,10,12,2,7.0,4.0,1.0,3.0,8.0,1.0,12,10,2,4.0,7.0,1.0,8.0,3.0,1.0
2010-11-22 12:00:00,6,3.0,3.0,30,15.0,15.0,6652.0,6652.0,6652.0,6,0,0,3.0,0.0,0.0,3.0,0.0,0.0,12,16,2,4.0,10.0,1.0,8.0,6.0,1.0
2010-11-22 18:00:00,8,4.0,4.0,38,19.0,19.0,3535.0,3534.0,3535.0,2,4,2,1.0,2.0,1.0,1.0,2.0,1.0,16,18,4,6.0,11.0,2.0,10.0,7.0,2.0
2010-12-22 00:00:00,41,21.0,20.0,41,21.0,20.0,21277.0,21277.0,20845.0,20,20,1,12.0,8.0,1.0,8.0,12.0,0.0,20,20,1,8.0,12.0,1.0,12.0,8.0,0.0
2010-12-22 06:00:00,28,14.0,14.0,69,35.0,34.0,14118.0,14118.0,14115.0,9,19,0,7.0,7.0,0.0,2.0,12.0,0.0,39,29,1,15.0,19.0,1.0,24.0,10.0,0.0
2010-12-22 18:00:00,36,18.0,18.0,105,53.0,52.0,18417.0,18417.0,18417.0,12,24,0,8.0,10.0,0.0,4.0,14.0,0.0,63,41,1,25.0,27.0,1.0,38.0,14.0,0.0
2011-11-22 06:00:00,23,14.0,9.0,23,14.0,9.0,15760.0,15760.0,9914.0,13,10,0,11.0,3.0,0.0,2.0,7.0,0.0,10,13,0,3.0,11.0,0.0,7.0,2.0,0.0
2011-11-22 12:00:00,20,20.0,0.0,43,34.0,0.0,20799.0,20799.0,0.0,12,7,1,12.0,7.0,1.0,0.0,0.0,0.0,17,25,1,10.0,23.0,1.0,0.0,0.0,0.0
2011-11-22 18:00:00,18,13.0,5.0,61,47.0,14.0,13265.0,13264.0,5451.0,8,9,1,7.0,5.0,1.0,1.0,4.0,0.0,26,33,2,15.0,30.0,2.0,11.0,3.0,0.0
2011-12-22 00:00:00,46,21.0,25.0,46,21.0,25.0,21223.0,21223.0,21223.0,18,21,7,12.0,7.0,2.0,6.0,14.0,5.0,21,18,7,7.0,12.0,2.0,14.0,6.0,5.0
2011-12-22 06:00:00,26,13.0,13.0,72,34.0,38.0,20751.0,20751.0,20751.0,16,10,0,10.0,3.0,0.0,6.0,7.0,0.0,31,34,7,10.0,22.0,2.0,21.0,12.0,5.0
2011-12-22 12:00:00,42,21.0,21.0,114,55.0,59.0,21039.0,21039.0,21039.0,21,20,1,11.0,9.0,1.0,10.0,11.0,0.0,51,55,8,19.0,33.0,3.0,32.0,22.0,5.0
2011-12-22 18:00:00,42,21.0,21.0,156,76.0,80.0,21553.0,21553.0,21553.0,15,26,1,8.0,12.0,1.0,7.0,14.0,0.0,77,70,9,31.0,41.0,4.0,46.0,29.0,5.0
