y-m-day-hour_6_rounded,n_barcode,n_barcode_L,n_barcode_R,cumulative_per_day_n_barcode,cumulative_per_day_n_barcode_L,cumulative_per_day_n_barcode_R,work_time,work_time_L,work_time_R,CYCLE_ABORTED,CYCLE_COMPLETED,CYCLE_NOT_STARTED,CYCLE_ABORTED_L,CYCLE_COMPLETED_L,CYCLE_NOT_STARTED_L,CYCLE_ABORTED_R,CYCLE_COMPLETED_R,CYCLE_NOT_STARTED_R,cumulative_per_day_CYCLE_COMPLETED,cumulative_per_day_CYCLE_ABORTED,cumulative_per_day_CYCLE_NOT_STARTED,cumulative_per_day_CYCLE_COMPLETED_L,cumulative_per_day_CYCLE_ABORTED_L,cumulative_per_day_CYCLE_NOT_STARTED_L,cumulative_per_day_CYCLE_COMPLETED_R,cumulative_per_day_CYCLE_ABORTED_R,cumulative_per_day_CYCLE_NOT_STARTED_R
2010-10-22 00:00:00,32,16.0,16.0,32,16.0,16.0,20880.0,20880.0,20880.0,6,25,1,3.0,13.0,0.0,3.0,12.0,1.0,25,6,1,13.0,3.0,0.0,12.0,3.0,1.0
2010-10-22 06:00:00,18,8.0,10.0,50,24.0,26.0,20852.0,20852.0,20852.0,6,11,1,3.0,4.0,1.0,3.0,7.0,0.0,36,12,2,17.0,6.0,1.0,19.0,6.0,1.0
2010-10-22 12:00:00,40,20.0,20.0,90,44.0,46.0,20157.0,20157.0,20157.0,13,26,1,12.0,7.0,1.0,1.0,19.0,0.0,62,25,3,24.0,18.0,2.0,38.0,7.0,1.0
2010-10-22 18:00:00,38,19.0,19.0,128,63.0,65.0,21055.0,21055.0,20986.0,6,31,1,3.0,15.0,1.0,3.0,16.0,0.0,93,31,4,39.0,21.0,3.0,54.0,10.0,1.0
2010-11-22 00:00:00,26,19.0,7.0,26,19.0,7.0,20828.0,20828.0,7070.0,10,14,2,9.0,9.0,1.0,1.0,5.0,1.0,14,10,2,9.0,9.0,1.0,5.0,1.0,1.0
2010-11-22 06:00:00,32,19.0,13.0,58,38.0,20.0,21469.0,21469.0,15072.0,10,22,0,8.0,11.0,0.0,2.0,11.0,0.0,36,20,2,20.0,17.0,1.0,16.0,3.0,1.0
2010-11-22 12:00:00,38,19.0,19.0,96,57.0,39.0,20933.0,20933.0,20933.0,10,27,1,7.0,11.0,1.0,3.0,16.0,0.0,63,30,3,31.0,24.0,2.0,32.0,6.0,1.0
2010-11-22 18:00:00,32,16.0,16.0,128,73.0,55.0,21477.0,21477.0,21474.0,10,21,1,8.0,7.0,1.0,2.0,14.0,0.0,84,40,4,38.0,32.0,3.0,46.0,8.0,1.0
2010-12-22 00:00:00,42,21.0,21.0,42,21.0,21.0,20818.0,20818.0,20818.0,12,30,0,9.0,12.0,0.0,3.0,18.0,0.0,30,12,0,12.0,9.0,0.0,18.0,3.0,0.0
2010-12-22 06:00:00,33,12.0,21.0,75,33.0,42.0,21248.0,12482.0,21248.0,14,19,0,8.0,4.0,0.0,6.0,15.0,0.0,49,26,0,16.0,17.0,0.0,33.0,9.0,0.0
