y-m-day-hour_6_rounded,n_barcode,n_barcode_L,n_barcode_R,cumulative_per_day_n_barcode,cumulative_per_day_n_barcode_L,cumulative_per_day_n_barcode_R,work_time,work_time_L,work_time_R,CYCLE_ABORTED,CYCLE_COMPLETED,CYCLE_NOT_STARTED,CYCLE_ABORTED_L,CYCLE_COMPLETED_L,CYCLE_NOT_STARTED_L,CYCLE_ABORTED_R,CYCLE_COMPLETED_R,CYCLE_NOT_STARTED_R,cumulative_per_day_CYCLE_COMPLETED,cumulative_per_day_CYCLE_ABORTED,cumulative_per_day_CYCLE_NOT_STARTED,cumulative_per_day_CYCLE_COMPLETED_L,cumulative_per_day_CYCLE_ABORTED_L,cumulative_per_day_CYCLE_NOT_STARTED_L,cumulative_per_day_CYCLE_COMPLETED_R,cumulative_per_day_CYCLE_ABORTED_R,cumulative_per_day_CYCLE_NOT_STARTED_R
2010-11-22 00:00:00,46,23.0,23.0,46,23.0,23.0,21105.0,21105.0,21105.0,2,44,0,1.0,22.0,0.0,1.0,22.0,0.0,44,2,0,22.0,1.0,0.0,22.0,1.0,0.0
2010-11-22 06:00:00,44,22.0,22.0,90,45.0,45.0,20185.0,20185.0,20185.0,4,40,0,1.0,21.0,0.0,3.0,19.0,0.0,84,6,0,43.0,2.0,0.0,41.0,4.0,0.0
2010-11-22 12:00:00,44,22.0,22.0,134,67.0,67.0,20640.0,20640.0,20640.0,7,37,0,3.0,19.0,0.0,4.0,18.0,0.0,121,13,0,62.0,5.0,0.0,59.0,8.0,0.0
2010-11-22 18:00:00,38,19.0,19.0,172,86.0,86.0,21506.0,21506.0,21506.0,2,36,0,1.0,18.0,0.0,1.0,18.0,0.0,157,15,0,80.0,6.0,0.0,77.0,9.0,0.0
2010-12-22 00:00:00,14,7.0,7.0,14,7.0,7.0,5957.0,5957.0,5957.0,2,12,0,1.0,6.0,0.0,1.0,6.0,0.0,12,2,0,6.0,1.0,0.0,6.0,1.0,0.0
2010-12-22 06:00:00,44,22.0,22.0,58,29.0,29.0,20456.0,20456.0,20456.0,3,41,0,1.0,21.0,0.0,2.0,20.0,0.0,53,5,0,27.0,2.0,0.0,26.0,3.0,0.0
2010-12-22 12:00:00,42,21.0,21.0,100,50.0,50.0,21515.0,21515.0,21515.0,2,40,0,1.0,20.0,0.0,1.0,20.0,0.0,93,7,0,47.0,3.0,0.0,46.0,4.0,0.0
2010-12-22 18:00:00,26,13.0,13.0,126,63.0,63.0,12254.0,12252.0,12254.0,0,26,0,0.0,13.0,0.0,0.0,13.0,0.0,119,7,0,60.0,3.0,0.0,59.0,4.0,0.0
2011-11-22 00:00:00,38,19.0,19.0,38,19.0,19.0,21344.0,21344.0,21343.0,3,35,0,1.0,18.0,0.0,2.0,17.0,0.0,35,3,0,18.0,1.0,0.0,17.0,2.0,0.0
2011-11-22 06:00:00,38,19.0,19.0,76,38.0,38.0,18029.0,18027.0,18029.0,0,38,0,0.0,19.0,0.0,0.0,19.0,0.0,73,3,0,37.0,1.0,0.0,36.0,2.0,0.0
2011-11-22 12:00:00,32,18.0,14.0,108,56.0,52.0,19213.0,19213.0,14741.0,1,31,0,1.0,17.0,0.0,0.0,14.0,0.0,104,4,0,54.0,2.0,0.0,50.0,2.0,0.0
2011-11-22 18:00:00,37,20.0,17.0,145,76.0,69.0,20881.0,20879.0,17925.0,0,37,0,0.0,20.0,0.0,0.0,17.0,0.0,141,4,0,74.0,2.0,0.0,67.0,2.0,0.0
2011-12-22 00:00:00,30,15.0,15.0,30,15.0,15.0,13971.0,13971.0,13971.0,2,28,0,1.0,14.0,0.0,1.0,14.0,0.0,28,2,0,14.0,1.0,0.0,14.0,1.0,0.0
2011-12-22 06:00:00,44,22.0,22.0,74,37.0,37.0,20284.0,20284.0,20284.0,3,41,0,1.0,21.0,0.0,2.0,20.0,0.0,69,5,0,35.0,2.0,0.0,34.0,3.0,0.0
2011-12-22 12:00:00,40,20.0,20.0,114,57.0,57.0,18946.0,18944.0,18946.0,0,40,0,0.0,20.0,0.0,0.0,20.0,0.0,109,5,0,55.0,2.0,0.0,54.0,3.0,0.0
