y-m-day-hour_6_rounded,n_barcode,n_barcode_L,n_barcode_R,cumulative_per_day_n_barcode,cumulative_per_day_n_barcode_L,cumulative_per_day_n_barcode_R,work_time,work_time_L,work_time_R,CYCLE_ABORTED,CYCLE_COMPLETED,CYCLE_NOT_STARTED,CYCLE_ABORTED_L,CYCLE_COMPLETED_L,CYCLE_NOT_STARTED_L,CYCLE_ABORTED_R,CYCLE_COMPLETED_R,CYCLE_NOT_STARTED_R,cumulative_per_day_CYCLE_COMPLETED,cumulative_per_day_CYCLE_ABORTED,cumulative_per_day_CYCLE_NOT_STARTED,cumulative_per_day_CYCLE_COMPLETED_L,cumulative_per_day_CYCLE_ABORTED_L,cumulative_per_day_CYCLE_NOT_STARTED_L,cumulative_per_day_CYCLE_COMPLETED_R,cumulative_per_day_CYCLE_ABORTED_R,cumulative_per_day_CYCLE_NOT_STARTED_R
2010-10-22 00:00:00,40,20.0,20.0,40,20.0,20.0,21122.0,21122.0,21122.0,3,37,0,1.0,19.0,0.0,2.0,18.0,0.0,37,3,0,19.0,1.0,0.0,18.0,2.0,0.0
2010-10-22 06:00:00,42,21.0,21.0,82,41.0,41.0,20734.0,20734.0,20734.0,7,34,1,1.0,20.0,0.0,6.0,14.0,1.0,71,10,1,39.0,2.0,0.0,32.0,8.0,1.0
2010-10-22 12:00:00,19,9.0,10.0,101,50.0,51.0,17855.0,8724.0,17855.0,6,13,0,0.0,9.0,0.0,6.0,4.0,0.0,84,16,1,48.0,2.0,0.0,36.0,14.0,1.0
2010-11-22 00:00:00,32,16.0,16.0,32,16.0,16.0,21157.0,21157.0,21157.0,8,24,0,2.0,14.0,0.0,6.0,10.0,0.0,24,8,0,14.0,2.0,0.0,10.0,6.0,0.0
2010-11-22 06:00:00,34,15.0,19.0,66,31.0,35.0,20295.0,16822.0,20295.0,8,26,0,3.0,12.0,0.0,5.0,14.0,0.0,50,16,0,26.0,5.0,0.0,24.0,11.0,0.0
2010-11-22 12:00:00,33,16.0,17.0,99,47.0,52.0,21323.0,19408.0,19384.0,12,21,0,5.0,11.0,0.0,7.0,10.0,0.0,71,28,0,37.0,10.0,0.0,34.0,18.0,0.0
2010-11-22 18:00:00,17,15.0,2.0,116,62.0,54.0,20085.0,20085.0,1218.0,3,14,0,2.0,13.0,0.0,1.0,1.0,0.0,85,31,0,50.0,12.0,0.0,35.0,19.0,0.0
2010-12-22 00:00:00,32,16.0,16.0,32,16.0,16.0,20688.0,20688.0,20688.0,9,23,0,3.0,13.0,0.0,6.0,10.0,0.0,23,9,0,13.0,3.0,0.0,10.0,6.0,0.0
2010-12-22 06:00:00,25,13.0,12.0,57,29.0,28.0,13782.0,13782.0,12177.0,4,20,1,0.0,13.0,0.0,4.0,7.0,1.0,43,13,1,26.0,3.0,0.0,17.0,10.0,1.0
2010-12-22 18:00:00,34,17.0,17.0,91,46.0,45.0,17248.0,17248.0,17248.0,5,29,0,3.0,14.0,0.0,2.0,15.0,0.0,72,18,1,40.0,6.0,0.0,32.0,12.0,1.0
2011-10-22 06:00:00,36,18.0,18.0,36,18.0,18.0,18110.0,18110.0,18110.0,11,25,0,3.0,15.0,0.0,8.0,10.0,0.0,25,11,0,15.0,3.0,0.0,10.0,8.0,0.0
2011-10-22 12:00:00,42,21.0,21.0,78,39.0,39.0,21072.0,21072.0,21071.0,8,34,0,2.0,19.0,0.0,6.0,15.0,0.0,59,19,0,34.0,5.0,0.0,25.0,14.0,0.0
2011-10-22 18:00:00,44,22.0,22.0,122,61.0,61.0,21238.0,21237.0,21238.0,5,38,1,2.0,20.0,0.0,3.0,18.0,1.0,97,24,1,54.0,7.0,0.0,43.0,17.0,1.0
2011-11-22 00:00:00,8,4.0,4.0,8,4.0,4.0,3830.0,3830.0,3830.0,1,7,0,0.0,4.0,0.0,1.0,3.0,0.0,7,1,0,4.0,0.0,0.0,3.0,1.0,0.0
2011-11-22 06:00:00,17,8.0,9.0,25,12.0,13.0,10498.0,10498.0,10498.0,3,14,0,1.0,7.0,0.0,2.0,7.0,0.0,21,4,0,11.0,1.0,0.0,10.0,3.0,0.0
2011-11-22 12:00:00,42,21.0,21.0,67,33.0,34.0,20489.0,20489.0,20489.0,11,30,1,2.0,19.0,0.0,9.0,11.0,1.0,51,15,1,30.0,3.0,0.0,21.0,12.0,1.0
2011-11-22 18:00:00,22,11.0,11.0,89,44.0,45.0,10825.0,10825.0,10825.0,4,18,0,1.0,10.0,0.0,3.0,8.0,0.0,69,19,1,40.0,4.0,0.0,29.0,15.0,1.0
2011-12-22 00:00:00,42,21.0,21.0,42,21.0,21.0,20566.0,20566.0,20566.0,7,35,0,1.0,20.0,0.0,6.0,15.0,0.0,35,7,0,20.0,1.0,0.0,15.0,6.0,0.0
2011-12-22 06:00:00,30,15.0,15.0,72,36.0,36.0,20205.0,20205.0,20205.0,8,22,0,2.0,13.0,0.0,6.0,9.0,0.0,57,15,0,33.0,3.0,0.0,24.0,12.0,0.0
