y-m-day-hour_6_rounded,n_barcode,n_barcode_L,n_barcode_R,cumulative_per_day_n_barcode,cumulative_per_day_n_barcode_L,cumulative_per_day_n_barcode_R,work_time,work_time_L,work_time_R,CYCLE_ABORTED,CYCLE_COMPLETED,CYCLE_NOT_STARTED,CYCLE_ABORTED_L,CYCLE_COMPLETED_L,CYCLE_NOT_STARTED_L,CYCLE_ABORTED_R,CYCLE_COMPLETED_R,CYCLE_NOT_STARTED_R,cumulative_per_day_CYCLE_COMPLETED,cumulative_per_day_CYCLE_ABORTED,cumulative_per_day_CYCLE_NOT_STARTED,cumulative_per_day_CYCLE_COMPLETED_L,cumulative_per_day_CYCLE_ABORTED_L,cumulative_per_day_CYCLE_NOT_STARTED_L,cumulative_per_day_CYCLE_COMPLETED_R,cumulative_per_day_CYCLE_ABORTED_R,cumulative_per_day_CYCLE_NOT_STARTED_R
2010-10-22 00:00:00,32,16.0,16.0,32,16.0,16.0,21035.0,20245.0,21027.0,2,30,0,1.0,15.0,0.0,1.0,15.0,0.0,30,2,0,15.0,1.0,0.0,15.0,1.0,0.0
2010-10-22 06:00:00,35,16.0,19.0,67,32.0,35.0,21306.0,20080.0,21306.0,2,33,0,1.0,15.0,0.0,1.0,18.0,0.0,63,4,0,30.0,2.0,0.0,33.0,2.0,0.0
2010-10-22 12:00:00,27,18.0,9.0,94,50.0,44.0,20920.0,20911.0,17894.0,1,26,0,1.0,17.0,0.0,0.0,9.0,0.0,89,5,0,47.0,3.0,0.0,42.0,2.0,0.0
2010-10-22 18:00:00,33,17.0,16.0,127,67.0,60.0,20986.0,20053.0,17017.0,1,32,0,0.0,17.0,0.0,1.0,15.0,0.0,121,6,0,64.0,3.0,0.0,57.0,3.0,0.0
2010-11-22 00:00:00,21,10.0,11.0,21,10.0,11.0,20951.0,20951.0,19813.0,2,19,0,1.0,9.0,0.0,1.0,10.0,0.0,19,2,0,9.0,1.0,0.0,10.0,1.0,0.0
2010-11-22 06:00:00,18,9.0,9.0,39,19.0,20.0,19482.0,19203.0,19482.0,2,16,0,1.0,8.0,0.0,1.0,8.0,0.0,35,4,0,17.0,2.0,0.0,18.0,2.0,0.0
2010-11-22 12:00:00,13,7.0,6.0,52,26.0,26.0,20128.0,20128.0,18984.0,2,11,0,1.0,6.0,0.0,1.0,5.0,0.0,46,6,0,23.0,3.0,0.0,23.0,3.0,0.0
2010-11-22 18:00:00,22,11.0,11.0,74,37.0,37.0,20905.0,19983.0,19785.0,2,20,0,1.0,10.0,0.0,1.0,10.0,0.0,66,8,0,33.0,4.0,0.0,33.0,4.0,0.0
2010-12-22 00:00:00,27,13.0,14.0,27,13.0,14.0,19761.0,19070.0,19761.0,2,25,0,1.0,12.0,0.0,1.0,13.0,0.0,25,2,0,12.0,1.0,0.0,13.0,1.0,0.0
2010-12-22 06:00:00,13,6.0,7.0,40,19.0,21.0,7041.0,7041.0,6730.0,0,13,0,0.0,6.0,0.0,0.0,7.0,0.0,38,2,0,18.0,1.0,0.0,20.0,1.0,0.0
2010-12-22 12:00:00,11,6.0,5.0,51,25.0,26.0,8322.0,8269.0,7434.0,0,11,0,0.0,6.0,0.0,0.0,5.0,0.0,49,2,0,24.0,1.0,0.0,25.0,1.0,0.0
2010-12-22 18:00:00,38,19.0,19.0,89,44.0,45.0,21185.0,21111.0,21046.0,2,36,0,1.0,18.0,0.0,1.0,18.0,0.0,85,4,0,42.0,2.0,0.0,43.0,2.0,0.0
2011-10-22 00:00:00,34,13.0,21.0,34,13.0,21.0,20573.0,16143.0,20573.0,2,32,0,1.0,12.0,0.0,1.0,20.0,0.0,32,2,0,12.0,1.0,0.0,20.0,1.0,0.0
2011-10-22 06:00:00,40,19.0,21.0,74,32.0,42.0,20957.0,20886.0,20475.0,2,38,0,1.0,18.0,0.0,1.0,20.0,0.0,70,4,0,30.0,2.0,0.0,40.0,2.0,0.0
2011-10-22 12:00:00,39,18.0,21.0,113,50.0,63.0,21407.0,20741.0,21406.0,2,37,0,1.0,17.0,0.0,1.0,20.0,0.0,107,6,0,47.0,3.0,0.0,60.0,3.0,0.0
2011-10-22 18:00:00,41,19.0,22.0,154,69.0,85.0,21586.0,20756.0,21586.0,2,39,0,1.0,18.0,0.0,1.0,21.0,0.0,146,8,0,65.0,4.0,0.0,81.0,4.0,0.0
2011-11-22 00:00:00,21,10.0,11.0,21,10.0,11.0,20760.0,20045.0,19851.0,2,19,0,1.0,9.0,0.0,1.0,10.0,0.0,19,2,0,9.0,1.0,0.0,10.0,1.0,0.0
2011-11-22 06:00:00,17,11.0,6.0,38,21.0,17.0,20125.0,20125.0,11005.0,1,16,0,1.0,10.0,0.0,0.0,6.0,0.0,35,3,0,19.0,2.0,0.0,16.0,1.0,0.0
