y-m-day-hour_6_rounded,n_barcode,n_barcode_L,n_barcode_R,cumulative_per_day_n_barcode,cumulative_per_day_n_barcode_L,cumulative_per_day_n_barcode_R,work_time,work_time_L,work_time_R,CYCLE_ABORTED,CYCLE_COMPLETED,CYCLE_NOT_STARTED,CYCLE_ABORTED_L,CYCLE_COMPLETED_L,CYCLE_NOT_STARTED_L,CYCLE_ABORTED_R,CYCLE_COMPLETED_R,CYCLE_NOT_STARTED_R,cumulative_per_day_CYCLE_COMPLETED,cumulative_per_day_CYCLE_ABORTED,cumulative_per_day_CYCLE_NOT_STARTED,cumulative_per_day_CYCLE_COMPLETED_L,cumulative_per_day_CYCLE_ABORTED_L,cumulative_per_day_CYCLE_NOT_STARTED_L,cumulative_per_day_CYCLE_COMPLETED_R,cumulative_per_day_CYCLE_ABORTED_R,cumulative_per_day_CYCLE_NOT_STARTED_R
2010-10-22 00:00:00,32,16.0,16.0,32,16.0,16.0,20971.0,20359.0,20962.0,2,30,0,1.0,15.0,0.0,1.0,15.0,0.0,30,2,0,15.0,1.0,0.0,15.0,1.0,0.0
2010-10-22 06:00:00,36,18.0,18.0,68,34.0,34.0,21590.0,21260.0,21590.0,2,34,0,1.0,17.0,0.0,1.0,17.0,0.0,64,4,0,32.0,2.0,0.0,32.0,2.0,0.0
2010-10-22 12:00:00,23,12.0,11.0,91,46.0,45.0,14212.0,14172.0,14211.0,0,23,0,0.0,12.0,0.0,0.0,11.0,0.0,87,4,0,44.0,2.0,0.0,43.0,2.0,0.0
2010-10-22 18:00:00,29,15.0,14.0,120,61.0,59.0,16293.0,16291.0,16224.0,2,27,0,1.0,14.0,0.0,1.0,13.0,0.0,114,6,0,58.0,3.0,0.0,56.0,3.0,0.0
2010-11-22 00:00:00,30,15.0,15.0,30,15.0,15.0,20020.0,19963.0,19903.0,2,28,0,1.0,14.0,0.0,1.0,14.0,0.0,28,2,0,14.0,1.0,0.0,14.0,1.0,0.0
2010-11-22 06:00:00,30,15.0,15.0,60,30.0,30.0,21126.0,20995.0,21126.0,2,28,0,1.0,14.0,0.0,1.0,14.0,0.0,56,4,0,28.0,2.0,0.0,28.0,2.0,0.0
2010-11-22 12:00:00,23,14.0,9.0,83,44.0,39.0,19897.0,19897.0,11372.0,0,23,0,0.0,14.0,0.0,0.0,9.0,0.0,79,4,0,42.0,2.0,0.0,37.0,2.0,0.0
2010-11-22 18:00:00,4,4.0,0.0,87,48.0,0.0,4944.0,4944.0,0.0,0,4,0,0.0,4.0,0.0,0.0,0.0,0.0,83,4,0,46.0,2.0,0.0,0.0,0.0,0.0
2010-12-22 00:00:00,17,8.0,9.0,17,8.0,9.0,19401.0,13880.0,19401.0,1,16,0,0.0,8.0,0.0,1.0,8.0,0.0,16,1,0,8.0,0.0,0.0,8.0,1.0,0.0
2010-12-22 06:00:00,9,4.0,5.0,26,12.0,14.0,7203.0,7141.0,6078.0,0,9,0,0.0,4.0,0.0,0.0,5.0,0.0,25,1,0,12.0,0.0,0.0,13.0,1.0,0.0
