Unnamed: 0,ddc_barcode,ddc_ipcode,ddc_mch_code,ddc_mch_side,ddc_ev_subcode,ddc_ev_timestamp,c_machine,month,y-m-day
438841,9438900549,-----,C307,R,LO_LOADER_IN_PRESS_START,2022-10-14 20:49:24,True,10,22-10-14
438853,9438900549,-----,C307,R,LO_BLADDER_PRESHAPING_START,2022-10-14 20:49:26,True,10,22-10-14
438854,9438900549,-----,C307,R,LO_LOADER_IN_PRESS_STOP,2022-10-14 20:49:26,True,10,22-10-14
438892,9438900549,-----,C307,R,LO_BLADDER_VACUUM_START,2022-10-14 20:49:34,True,10,22-10-14
438893,9438900549,-----,C307,R,LO_BLADDER_PRESHAPING_STOP,2022-10-14 20:49:34,True,10,22-10-14
438903,9438900549,-----,C307,R,LO_LOADER_DOWN_START,2022-10-14 20:49:36,True,10,22-10-14
438904,9438900549,-----,C307,R,LO_BLADDER_VACUUM_STOP,2022-10-14 20:49:36,True,10,22-10-14
438957,9438900549,-----,C307,R,LO_TCR_DOWN_START,2022-10-14 20:49:46,True,10,22-10-14
438958,9438900549,-----,C307,R,LO_LOADER_DOWN_STOP,2022-10-14 20:49:46,True,10,22-10-14
438987,9438900549,-----,C307,R,LO_PRESHAPING_START,2022-10-14 20:49:51,True,10,22-10-14
438988,9438900549,-----,C307,R,LO_TCR_DOWN_STOP,2022-10-14 20:49:51,True,10,22-10-14
439067,9438900549,-----,C307,R,LO_LOADER_RELEASE_TIRE_START,2022-10-14 20:50:09,True,10,22-10-14
439068,9438900549,-----,C307,R,LO_PRESHAPING_STOP,2022-10-14 20:50:09,True,10,22-10-14
439071,9438900549,-----,C307,R,LO_LOADER_UP_START,2022-10-14 20:50:10,True,10,22-10-14
439072,9438900549,-----,C307,R,LO_LOADER_RELEASE_TIRE_STOP,2022-10-14 20:50:10,True,10,22-10-14
439091,9438900549,-----,C307,R,LO_LOADER_OUT_START,2022-10-14 20:50:15,True,10,22-10-14
439092,9438900549,-----,C307,R,LO_LOADER_UP_STOP,2022-10-14 20:50:15,True,10,22-10-14
439109,9438900549,-----,C307,R,CL_UNLOCK_PRESS_START,2022-10-14 20:50:18,True,10,22-10-14
439110,9438900549,-----,C307,R,LO_LOADER_OUT_STOP,2022-10-14 20:50:18,True,10,22-10-14
439125,9438900549,-----,C307,R,CL_PRESS_DOWN_START,2022-10-14 20:50:20,True,10,22-10-14
439126,9438900549,-----,C307,R,CL_UNLOCK_PRESS_STOP,2022-10-14 20:50:20,True,10,22-10-14
439147,9438900549,-----,C307,R,CL_PRESS_DOWN_2_START,2022-10-14 20:50:26,True,10,22-10-14
439148,9438900549,-----,C307,R,CL_STOP_PAUSE_START,2022-10-14 20:50:26,True,10,22-10-14
439149,9438900549,-----,C307,R,CL_PRESS_DOWN_STOP,2022-10-14 20:50:26,True,10,22-10-14
439150,9438900549,-----,C307,R,CL_STOP_PAUSE_STOP,2022-10-14 20:50:26,True,10,22-10-14
439161,9438900549,-----,C307,R,CL_STOP_PAUSE_2_START,2022-10-14 20:50:27,True,10,22-10-14
439162,9438900549,-----,C307,R,CL_PRESS_DOWN_2_STOP,2022-10-14 20:50:27,True,10,22-10-14
439229,9438900549,-----,C307,R,CL_PRESS_DOWN_3_START,2022-10-14 20:50:37,True,10,22-10-14
439230,9438900549,-----,C307,R,CL_STOP_PAUSE_2_STOP,2022-10-14 20:50:37,True,10,22-10-14
439342,9438900549,-----,C307,R,CL_PRESS_LOCK_START,2022-10-14 20:50:54,True,10,22-10-14
439343,9438900549,-----,C307,R,CL_PRESS_DOWN_3_STOP,2022-10-14 20:50:54,True,10,22-10-14
439349,9438900549,-----,C307,R,CL_SQUEEZE_ON_START,2022-10-14 20:50:55,True,10,22-10-14
439350,9438900549,-----,C307,R,CL_PRESS_LOCK_STOP,2022-10-14 20:50:55,True,10,22-10-14
439387,9438900549,-----,C307,R,CL_SQUEEZE_ON_STOP,2022-10-14 20:51:03,True,10,22-10-14
439388,9438900549,-----,C307,R,CURING_ON_START,2022-10-14 20:51:03,True,10,22-10-14
448066,9438900549,-----,C307,R,CURING_OFF_START,2022-10-14 21:12:01,True,10,22-10-14
448067,9438900549,-----,C307,R,CURING_OFF_STOP,2022-10-14 21:12:01,True,10,22-10-14
448068,9438900549,-----,C307,R,CURING_ON_STOP,2022-10-14 21:12:01,True,10,22-10-14
448069,9438900549,-----,C307,R,OP_SQUEEZE_OFF_START,2022-10-14 21:12:01,True,10,22-10-14
448118,9438900549,-----,C307,R,OP_UNLOCK_PRESS_START,2022-10-14 21:12:05,True,10,22-10-14
448119,9438900549,-----,C307,R,OP_SQUEEZE_OFF_STOP,2022-10-14 21:12:05,True,10,22-10-14
448134,9438900549,-----,C307,R,OP_PRESS_MOVEMENT_UP_START,2022-10-14 21:12:06,True,10,22-10-14
448135,9438900549,-----,C307,R,OP_UNLOCK_PRESS_STOP,2022-10-14 21:12:06,True,10,22-10-14
448176,9438900549,-----,C307,R,OP_PRESS_STOP_PAUSE_1_START,2022-10-14 21:12:10,True,10,22-10-14
448177,9438900549,-----,C307,R,OP_PRESS_MOVEMENT_UP_STOP,2022-10-14 21:12:10,True,10,22-10-14
448219,9438900549,-----,C307,R,OP_PRESS_MOVEMENT_UP_1_START,2022-10-14 21:12:14,True,10,22-10-14
448220,9438900549,-----,C307,R,OP_PRESS_STOP_PAUSE_1_STOP,2022-10-14 21:12:14,True,10,22-10-14
448291,9438900549,-----,C307,R,UN_LMR_UP_START,2022-10-14 21:12:21,True,10,22-10-14
448306,9438900549,-----,C307,R,UN_FORK_IN_START,2022-10-14 21:12:23,True,10,22-10-14
448307,9438900549,-----,C307,R,UN_LMR_UP_STOP,2022-10-14 21:12:23,True,10,22-10-14
448345,9438900549,-----,C307,R,UN_FORK_IN_STOP,2022-10-14 21:12:27,True,10,22-10-14
448400,9438900549,-----,C307,R,OP_PRESS_LOCKED_START,2022-10-14 21:12:30,True,10,22-10-14
448401,9438900549,-----,C307,R,OP_PRESS_MOVEMENT_UP_3_STOP,2022-10-14 21:12:30,True,10,22-10-14
448414,9438900549,-----,C307,R,OP_PRESS_LOCKED_STOP,2022-10-14 21:12:31,True,10,22-10-14
448443,9438900549,-----,C307,R,UN_VACUUM_START,2022-10-14 21:12:34,True,10,22-10-14
448525,9438900549,-----,C307,R,UN_TCR_UP_LMR_DOWN_START,2022-10-14 21:12:43,True,10,22-10-14
448526,9438900549,-----,C307,R,UN_TCR_UP_LMR_DOWN_STOP,2022-10-14 21:12:43,True,10,22-10-14
448527,9438900549,-----,C307,R,UN_VACUUM_STOP,2022-10-14 21:12:43,True,10,22-10-14
448592,9438900549,-----,C307,R,UN_TCR_DOWN_START,2022-10-14 21:12:51,True,10,22-10-14
448606,9438900549,-----,C307,R,UN_FORK_OUT_START,2022-10-14 21:12:52,True,10,22-10-14
