Unnamed: 0,ddc_barcode,ddc_ipcode,ddc_mch_code,ddc_mch_side,ddc_ev_subcode,ddc_ev_timestamp,c_machine,month,y-m-day
386009,9439987293,26123,1207,R,OP_SQUEEZE_OFF_START,2022-11-21 12:36:36,False,11,22-11-21
386010,9439987293,26123,1207,R,CURING_ON_STOP,2022-11-21 12:36:36,False,11,22-11-21
386011,9439987293,26123,1207,R,CURING_OFF_STOP,2022-11-21 12:36:36,False,11,22-11-21
386012,9439987293,26123,1207,R,CURING_OFF_START,2022-11-21 12:36:36,False,11,22-11-21
386025,9439987293,26123,1207,R,OP_SQUEEZE_OFF_STOP,2022-11-21 12:36:37,False,11,22-11-21
386026,9439987293,26123,1207,R,OP_UNLOCK_PRESS_START,2022-11-21 12:36:37,False,11,22-11-21
386042,9439987293,26123,1207,R,OP_UNLOCK_PRESS_STOP,2022-11-21 12:36:38,False,11,22-11-21
386043,9439987293,26123,1207,R,OP_PRESS_MOVEMENT_UP_START,2022-11-21 12:36:38,False,11,22-11-21
386050,9439987293,26123,1207,R,OP_PRESS_MOVEMENT_UP_STOP,2022-11-21 12:36:39,False,11,22-11-21
386051,9439987293,26123,1207,R,OP_PRESS_STOP_PAUSE_1_START,2022-11-21 12:36:39,False,11,22-11-21
386121,9439987293,26123,1207,R,OP_PRESS_STOP_PAUSE_1_STOP,2022-11-21 12:36:44,False,11,22-11-21
386122,9439987293,26123,1207,R,OP_PRESS_MOVEMENT_UP_1_START,2022-11-21 12:36:44,False,11,22-11-21
386151,9439987293,26123,1207,R,OP_PRESS_MOVEMENT_UP_1_STOP,2022-11-21 12:36:48,False,11,22-11-21
386152,9439987293,26123,1207,R,OP_PRESS_STOP_PAUSE_2_START,2022-11-21 12:36:48,False,11,22-11-21
386188,9439987293,26123,1207,R,OP_PRESS_STOP_PAUSE_2_STOP,2022-11-21 12:36:52,False,11,22-11-21
386189,9439987293,26123,1207,R,OP_PRESS_MOVEMENT_UP_2_START,2022-11-21 12:36:52,False,11,22-11-21
386251,9439987293,26123,1207,R,UN_SWING_POSITION_STOP,2022-11-21 12:37:00,False,11,22-11-21
386252,9439987293,26123,1207,R,UN_SWING_POSITION_START,2022-11-21 12:37:00,False,11,22-11-21
386253,9439987293,26123,1207,R,UN_LMR_TCR_VACUUM_START,2022-11-21 12:37:00,False,11,22-11-21
