,Unnamed: 0,ddc_barcode,ddc_ipcode,ddc_mch_code,ddc_mch_side,ddc_ev_subcode,ddc_ev_timestamp,c_machine,month,y-m-day,event_time,time:_cluster_label
0,10448,9440265504,26390,1506,R,OP_SQUEEZE_OFF_START,2022-12-21 04:09:35,False,12,22-12-21,0.0,0
1,10449,9440265504,26390,1506,R,CURING_ON_STOP,2022-12-21 04:09:35,False,12,22-12-21,0.0,0
2,10450,9440265504,26390,1506,R,CURING_OFF_STOP,2022-12-21 04:09:35,False,12,22-12-21,0.0,0
3,10451,9440265504,26390,1506,R,CURING_OFF_START,2022-12-21 04:09:35,False,12,22-12-21,0.0,0
4,10452,9440265504,26390,1506,R,OP_SQUEEZE_OFF_STOP,2022-12-21 04:09:36,False,12,22-12-21,1.0,0
5,10453,9440265504,26390,1506,R,OP_UNLOCK_PRESS_START,2022-12-21 04:09:36,False,12,22-12-21,0.0,0
6,10456,9440265504,26390,1506,R,OP_UNLOCK_PRESS_STOP,2022-12-21 04:09:38,False,12,22-12-21,2.0,4
7,10457,9440265504,26390,1506,R,OP_PRESS_MOVEMENT_UP_START,2022-12-21 04:09:38,False,12,22-12-21,0.0,0
8,10462,9440265504,26390,1506,R,OP_PRESS_MOVEMENT_UP_STOP,2022-12-21 04:09:41,False,12,22-12-21,3.0,4
9,10463,9440265504,26390,1506,R,OP_PRESS_STOP_PAUSE_1_START,2022-12-21 04:09:41,False,12,22-12-21,0.0,0
10,10464,9440265504,26390,1506,R,OP_PRESS_STOP_PAUSE_1_STOP,2022-12-21 04:09:46,False,12,22-12-21,5.0,4
11,10465,9440265504,26390,1506,R,OP_PRESS_MOVEMENT_UP_1_START,2022-12-21 04:09:46,False,12,22-12-21,0.0,0
12,10474,9440265504,26390,1506,R,UN_SWING_POSITION_STOP,2022-12-21 04:09:55,False,12,22-12-21,9.0,3
13,10475,9440265504,26390,1506,R,UN_SWING_POSITION_START,2022-12-21 04:09:55,False,12,22-12-21,0.0,0
14,10476,9440265504,26390,1506,R,UN_LMR_TCR_VACUUM_START,2022-12-21 04:09:55,False,12,22-12-21,0.0,0
15,10481,9440265504,26390,1506,R,OP_PRESS_MOVEMENT_UP_3_STOP,2022-12-21 04:10:00,False,12,22-12-21,5.0,4
16,10482,9440265504,26390,1506,R,OP_PRESS_LOCKED_START,2022-12-21 04:10:00,False,12,22-12-21,0.0,0
17,10483,9440265504,26390,1506,R,UN_LMR_TCR_VACUUM_STOP,2022-12-21 04:10:01,False,12,22-12-21,1.0,0
