Unnamed: 0,ddc_barcode,ddc_ipcode,ddc_mch_code,ddc_mch_side,ddc_ev_subcode,ddc_ev_timestamp,c_machine,month,y-m-day
14657,9436800071,37887,1302,L,LO_LOADER_IN_PRESS,2021-12-17 23:58:38,False,12,21-12-17
14668,9436800071,37887,1302,L,LO_BLADDER_PRESHAPING,2021-12-17 23:58:41,False,12,21-12-17
14669,9436800071,37887,1302,L,LO_BLADDER_VACUUM,2021-12-17 23:58:41,False,12,21-12-17
14711,9436800071,37887,1302,L,LO_LOADER_DOWN,2021-12-17 23:58:56,False,12,21-12-17
14740,9436800071,37887,1302,L,LO_PRESHAPING,2021-12-17 23:59:04,False,12,21-12-17
14741,9436800071,37887,1302,L,LO_TCR_DOWN,2021-12-17 23:59:04,False,12,21-12-17
14812,9436800071,37887,1302,L,LO_LOADER_RELEASE_TIRE,2021-12-17 23:59:22,False,12,21-12-17
14816,9436800071,37887,1302,L,LO_LOADER_UP,2021-12-17 23:59:23,False,12,21-12-17
14835,9436800071,37887,1302,L,LO_LOADER_OUT,2021-12-17 23:59:27,False,12,21-12-17
14849,9436800071,37887,1302,L,CL_UNLOCK_PRESS,2021-12-17 23:59:30,False,12,21-12-17
14865,9436800071,37887,1302,L,CL_PRESS_DOWN,2021-12-17 23:59:32,False,12,21-12-17
14889,9436800071,37887,1302,L,CL_PRESS_DOWN_2,2021-12-17 23:59:38,False,12,21-12-17
14890,9436800071,37887,1302,L,CL_STOP_PAUSE,2021-12-17 23:59:38,False,12,21-12-17
14916,9436800071,37887,1302,L,CL_STOP_PAUSE_2,2021-12-17 23:59:43,False,12,21-12-17
14965,9436800071,37887,1302,L,CL_PRESS_DOWN_3,2021-12-17 23:59:53,False,12,21-12-17
77,9436800071,37887,1302,L,CL_PRESS_LOCK,2021-12-18 00:00:14,False,12,21-12-18
84,9436800071,37887,1302,L,CL_SQUEEZE_ON,2021-12-18 00:00:15,False,12,21-12-18
124,9436800071,37887,1302,L,CURING_ON,2021-12-18 00:00:22,False,12,21-12-18
2910,9436800071,37887,1302,L,CURING_OFF,2021-12-18 00:16:20,False,12,21-12-18
2920,9436800071,37887,1302,L,OP_SQUEEZE_OFF,2021-12-18 00:16:22,False,12,21-12-18
2927,9436800071,37887,1302,L,OP_UNLOCK_PRESS,2021-12-18 00:16:23,False,12,21-12-18
2935,9436800071,37887,1302,L,OP_PRESS_MOVEMENT_UP,2021-12-18 00:16:25,False,12,21-12-18
2960,9436800071,37887,1302,L,OP_PRESS_STOP_PAUSE_1,2021-12-18 00:16:29,False,12,21-12-18
3001,9436800071,37887,1302,L,OP_PRESS_MOVEMENT_UP_1,2021-12-18 00:16:34,False,12,21-12-18
3053,9436800071,37887,1302,L,UN_LMR_TCR_VACUUM,2021-12-18 00:16:42,False,12,21-12-18
3054,9436800071,37887,1302,L,UN_SWING_POSITION,2021-12-18 00:16:42,False,12,21-12-18
3088,9436800071,37887,1302,L,OP_PRESS_LOCKED,2021-12-18 00:16:47,False,12,21-12-18
3092,9436800071,37887,1302,L,UN_SWING_IN_ARMS,2021-12-18 00:16:48,False,12,21-12-18
3127,9436800071,37887,1302,L,UN_TCR_UP,2021-12-18 00:16:58,False,12,21-12-18
3205,9436800071,37887,1302,L,UN_UNLOADER_DOWN,2021-12-18 00:17:10,False,12,21-12-18
3216,9436800071,37887,1302,L,UN_CLOSE_ARMS,2021-12-18 00:17:13,False,12,21-12-18
3232,9436800071,37887,1302,L,UN_OPEN_ARMS,2021-12-18 00:17:15,False,12,21-12-18
3237,9436800071,37887,1302,L,UN_TCR_UP_NO_SUV,2021-12-18 00:17:16,False,12,21-12-18
3238,9436800071,37887,1302,L,UN_UNLOADER_UP,2021-12-18 00:17:16,False,12,21-12-18
3287,9436800071,37887,1302,L,UN_UNLOADER_OUT,2021-12-18 00:17:27,False,12,21-12-18
3317,9436800127,37887,1302,L,LO_LOADER_IN_PRESS,2021-12-18 00:17:31,False,12,21-12-18
3333,9436800127,37887,1302,L,LO_BLADDER_PRESHAPING,2021-12-18 00:17:35,False,12,21-12-18
3334,9436800127,37887,1302,L,LO_BLADDER_VACUUM,2021-12-18 00:17:35,False,12,21-12-18
3358,9436800127,37887,1302,L,LO_LOADER_DOWN,2021-12-18 00:17:39,False,12,21-12-18
3400,9436800127,37887,1302,L,LO_TCR_DOWN,2021-12-18 00:17:44,False,12,21-12-18
3413,9436800127,37887,1302,L,LO_PRESHAPING,2021-12-18 00:17:46,False,12,21-12-18
3459,9436800127,37887,1302,L,LO_LOADER_RELEASE_TIRE,2021-12-18 00:17:56,False,12,21-12-18
3470,9436800127,37887,1302,L,LO_LOADER_UP,2021-12-18 00:17:57,False,12,21-12-18
3491,9436800127,37887,1302,L,LO_LOADER_OUT,2021-12-18 00:18:02,False,12,21-12-18
3512,9436800127,37887,1302,L,CL_UNLOCK_PRESS,2021-12-18 00:18:05,False,12,21-12-18
3522,9436800127,37887,1302,L,CL_PRESS_DOWN,2021-12-18 00:18:07,False,12,21-12-18
3572,9436800127,37887,1302,L,CL_PRESS_DOWN_2,2021-12-18 00:18:14,False,12,21-12-18
3573,9436800127,37887,1302,L,CL_STOP_PAUSE,2021-12-18 00:18:14,False,12,21-12-18
