Unnamed: 0,ddc_barcode,ddc_ipcode,ddc_mch_code,ddc_mch_side,ddc_ev_subcode,ddc_ev_timestamp,c_machine,month,y-m-day
794,9436775776,27432,C408,L,LO_LOADER_IN_PRESS,2021-12-17 22:12:56,True,12,21-12-17
795,9436775775,27432,C408,R,LO_LOADER_IN_PRESS,2021-12-17 22:12:56,True,12,21-12-17
802,9436775776,27432,C408,L,LO_BLADDER_PRESHAPING,2021-12-17 22:12:59,True,12,21-12-17
803,9436775775,27432,C408,R,LO_BLADDER_PRESHAPING,2021-12-17 22:12:59,True,12,21-12-17
810,9436775776,27432,C408,L,LO_BLADDER_VACUUM,2021-12-17 22:13:06,True,12,21-12-17
811,9436775775,27432,C408,R,LO_BLADDER_VACUUM,2021-12-17 22:13:06,True,12,21-12-17
818,9436775776,27432,C408,L,LO_LOADER_DOWN,2021-12-17 22:13:09,True,12,21-12-17
819,9436775775,27432,C408,R,LO_LOADER_DOWN,2021-12-17 22:13:09,True,12,21-12-17
826,9436775776,27432,C408,L,LO_TCR_DOWN,2021-12-17 22:13:17,True,12,21-12-17
827,9436775775,27432,C408,R,LO_TCR_DOWN,2021-12-17 22:13:17,True,12,21-12-17
830,9436775776,27432,C408,L,LO_PRESHAPING,2021-12-17 22:13:19,True,12,21-12-17
831,9436775775,27432,C408,R,LO_PRESHAPING,2021-12-17 22:13:19,True,12,21-12-17
882,9436775776,27432,C408,L,LO_LOADER_UP,2021-12-17 22:14:05,True,12,21-12-17
883,9436775776,27432,C408,L,LO_LOADER_RELEASE_TIRE,2021-12-17 22:14:05,True,12,21-12-17
884,9436775775,27432,C408,R,LO_LOADER_RELEASE_TIRE,2021-12-17 22:14:05,True,12,21-12-17
885,9436775775,27432,C408,R,LO_LOADER_UP,2021-12-17 22:14:05,True,12,21-12-17
896,9436775776,27432,C408,L,LO_LOADER_OUT,2021-12-17 22:14:12,True,12,21-12-17
897,9436775775,27432,C408,R,LO_LOADER_OUT,2021-12-17 22:14:12,True,12,21-12-17
900,9436775776,27432,C408,L,CL_UNLOCK_PRESS,2021-12-17 22:14:15,True,12,21-12-17
901,9436775775,27432,C408,R,CL_UNLOCK_PRESS,2021-12-17 22:14:15,True,12,21-12-17
904,9436775776,27432,C408,L,CL_PRESS_DOWN,2021-12-17 22:14:17,True,12,21-12-17
905,9436775775,27432,C408,R,CL_PRESS_DOWN,2021-12-17 22:14:17,True,12,21-12-17
918,9436775776,27432,C408,L,CL_STOP_PAUSE,2021-12-17 22:14:23,True,12,21-12-17
919,9436775776,27432,C408,L,CL_PRESS_DOWN_2,2021-12-17 22:14:23,True,12,21-12-17
920,9436775775,27432,C408,R,CL_PRESS_DOWN_2,2021-12-17 22:14:23,True,12,21-12-17
921,9436775775,27432,C408,R,CL_STOP_PAUSE,2021-12-17 22:14:23,True,12,21-12-17
926,9436775776,27432,C408,L,CL_STOP_PAUSE_2,2021-12-17 22:14:24,True,12,21-12-17
929,9436775775,27432,C408,R,CL_STOP_PAUSE_2,2021-12-17 22:14:25,True,12,21-12-17
953,9436775776,27432,C408,L,CL_PRESS_DOWN_3,2021-12-17 22:14:38,True,12,21-12-17
954,9436775775,27432,C408,R,CL_PRESS_DOWN_3,2021-12-17 22:14:38,True,12,21-12-17
977,9436775775,27432,C408,R,CL_PRESS_LOCK,2021-12-17 22:14:53,True,12,21-12-17
978,9436775775,27432,C408,R,CL_SQUEEZE_ON,2021-12-17 22:14:54,True,12,21-12-17
979,9436775776,27432,C408,L,CL_PRESS_LOCK,2021-12-17 22:14:55,True,12,21-12-17
980,9436775776,27432,C408,L,CL_SQUEEZE_ON,2021-12-17 22:14:56,True,12,21-12-17
993,9436775776,27432,C408,L,CURING_ON,2021-12-17 22:15:05,True,12,21-12-17
994,9436775775,27432,C408,R,CURING_ON,2021-12-17 22:15:05,True,12,21-12-17
2062,9436775776,27432,C408,L,CURING_OFF,2021-12-17 22:30:35,True,12,21-12-17
2063,9436775775,27432,C408,R,CURING_OFF,2021-12-17 22:30:35,True,12,21-12-17
2069,9436775776,27432,C408,L,OP_SQUEEZE_OFF,2021-12-17 22:30:37,True,12,21-12-17
2070,9436775775,27432,C408,R,OP_SQUEEZE_OFF,2021-12-17 22:30:37,True,12,21-12-17
2077,9436775776,27432,C408,L,OP_UNLOCK_PRESS,2021-12-17 22:30:41,True,12,21-12-17
2079,9436775775,27432,C408,R,OP_UNLOCK_PRESS,2021-12-17 22:30:42,True,12,21-12-17
2084,9436775776,27432,C408,L,OP_PRESS_MOVEMENT_UP,2021-12-17 22:30:43,True,12,21-12-17
2085,9436775775,27432,C408,R,OP_PRESS_MOVEMENT_UP,2021-12-17 22:30:43,True,12,21-12-17
2092,9436775776,27432,C408,L,OP_PRESS_STOP_PAUSE_1,2021-12-17 22:30:45,True,12,21-12-17
2093,9436775775,27432,C408,R,OP_PRESS_STOP_PAUSE_1,2021-12-17 22:30:45,True,12,21-12-17
2100,9436775776,27432,C408,L,OP_PRESS_MOVEMENT_UP_1,2021-12-17 22:30:48,True,12,21-12-17
2101,9436775775,27432,C408,R,OP_PRESS_MOVEMENT_UP_1,2021-12-17 22:30:49,True,12,21-12-17
2107,9436775776,27432,C408,L,OP_PRESS_STOP_PAUSE_2,2021-12-17 22:30:52,True,12,21-12-17
2115,9436775775,27432,C408,R,OP_PRESS_STOP_PAUSE_2,2021-12-17 22:30:54,True,12,21-12-17
2118,9436775776,27432,C408,L,OP_PRESS_MOVEMENT_UP_2,2021-12-17 22:30:55,True,12,21-12-17
2126,9436775775,27432,C408,R,OP_PRESS_MOVEMENT_UP_2,2021-12-17 22:30:57,True,12,21-12-17
2134,9436775776,27432,C408,L,OP_PRESS_STOP_PAUSE_3,2021-12-17 22:30:59,True,12,21-12-17
2147,9436775775,27432,C408,R,OP_PRESS_STOP_PAUSE_3,2021-12-17 22:31:01,True,12,21-12-17
2148,9436775776,27432,C408,L,OP_PRESS_MOVEMENT_UP_3,2021-12-17 22:31:02,True,12,21-12-17
2155,9436775775,27432,C408,R,OP_PRESS_MOVEMENT_UP_3,2021-12-17 22:31:04,True,12,21-12-17
2165,9436775776,27432,C408,L,UN_LMR_UP,2021-12-17 22:31:08,True,12,21-12-17
2179,9436775776,27432,C408,L,UN_FORK_IN,2021-12-17 22:31:12,True,12,21-12-17
